"Plot Title: TRH_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981294, SEN S/N: 10981294, LBL: Temp_4)","RH, % (LGR S/N: 10981294, SEN S/N: 10981294, LBL: RH_4)","Stopped (LGR S/N: 10981294)","End Of File (LGR S/N: 10981294)"
66,08/29/22 10:07:30 AM,25.021,53.349,,
67,08/29/22 10:08:00 AM,25.021,53.318,,
68,08/29/22 10:08:30 AM,25.045,53.384,,
69,08/29/22 10:09:00 AM,25.045,53.415,,
70,08/29/22 10:09:30 AM,25.045,53.384,,
71,08/29/22 10:10:00 AM,25.045,53.415,,
72,08/29/22 10:10:30 AM,25.045,53.352,,
73,08/29/22 10:11:00 AM,25.045,53.289,,
74,08/29/22 10:11:30 AM,25.045,53.195,,
75,08/29/22 10:12:00 AM,25.070,53.230,,
76,08/29/22 10:12:30 AM,25.070,53.230,,
77,08/29/22 10:13:00 AM,25.070,53.230,,
78,08/29/22 10:13:30 AM,25.070,53.198,,
79,08/29/22 10:14:00 AM,25.070,53.167,,
80,08/29/22 10:14:30 AM,25.070,53.135,,
81,08/29/22 10:15:00 AM,25.070,53.167,,
82,08/29/22 10:15:30 AM,25.070,53.135,,
83,08/29/22 10:16:00 AM,25.070,53.167,,
84,08/29/22 10:16:30 AM,25.094,53.170,,
85,08/29/22 10:17:00 AM,25.094,53.075,,
86,08/29/22 10:17:30 AM,25.094,53.107,,
87,08/29/22 10:18:00 AM,25.094,53.107,,
88,08/29/22 10:18:30 AM,25.094,53.170,,
89,08/29/22 10:19:00 AM,25.094,53.044,,
90,08/29/22 10:19:30 AM,25.094,53.044,,
91,08/29/22 10:20:00 AM,25.118,53.016,,
92,08/29/22 10:20:30 AM,25.118,53.016,,
93,08/29/22 10:21:00 AM,25.118,52.952,,
94,08/29/22 10:21:30 AM,25.118,52.921,,
95,08/29/22 10:22:00 AM,25.118,52.889,,
96,08/29/22 10:22:30 AM,25.118,52.984,,
97,08/29/22 10:23:00 AM,25.118,52.921,,
98,08/29/22 10:23:30 AM,25.118,52.889,,
99,08/29/22 10:24:00 AM,25.118,52.889,,
100,08/29/22 10:24:30 AM,25.142,52.861,,
101,08/29/22 10:25:00 AM,25.142,52.861,,
102,08/29/22 10:25:30 AM,25.142,52.893,,
103,08/29/22 10:26:00 AM,25.142,52.798,,
104,08/29/22 10:26:30 AM,25.142,52.766,,
105,08/29/22 10:27:00 AM,25.142,52.735,,
106,08/29/22 10:27:30 AM,25.142,52.735,,
107,08/29/22 10:28:00 AM,25.142,52.735,,
108,08/29/22 10:28:30 AM,25.142,52.766,,
109,08/29/22 10:29:00 AM,25.142,52.735,,
110,08/29/22 10:29:30 AM,25.142,52.735,,
111,08/29/22 10:30:00 AM,25.167,52.738,,
112,08/29/22 10:30:30 AM,25.167,52.770,,
113,08/29/22 10:31:00 AM,25.167,52.738,,
114,08/29/22 10:31:30 AM,25.167,52.738,,
115,08/29/22 10:32:00 AM,25.167,52.675,,
116,08/29/22 10:32:30 AM,25.167,52.643,,
117,08/29/22 10:33:00 AM,25.191,52.615,,
118,08/29/22 10:33:30 AM,25.191,52.647,,
119,08/29/22 10:34:00 AM,25.191,52.615,,
120,08/29/22 10:34:30 AM,25.191,52.678,,
121,08/29/22 10:35:00 AM,25.191,52.615,,
122,08/29/22 10:35:30 AM,25.191,52.615,,
123,08/29/22 10:36:00 AM,25.191,52.583,,
124,08/29/22 10:36:30 AM,25.215,52.555,,
125,08/29/22 10:37:00 AM,25.215,52.587,,
126,08/29/22 10:37:30 AM,25.215,52.587,,
127,08/29/22 10:38:00 AM,25.215,52.555,,
128,08/29/22 10:38:30 AM,25.215,52.587,,
129,08/29/22 10:39:00 AM,25.215,52.555,,
130,08/29/22 10:39:30 AM,25.215,52.555,,
131,08/29/22 10:40:00 AM,25.215,52.555,,
132,08/29/22 10:40:30 AM,25.215,52.555,,
133,08/29/22 10:41:00 AM,25.215,52.492,,
134,08/29/22 10:41:30 AM,25.239,52.432,,
135,08/29/22 10:42:00 AM,25.239,52.495,,
136,08/29/22 10:42:30 AM,25.239,52.527,,
137,08/29/22 10:43:00 AM,25.239,52.464,,
138,08/29/22 10:43:30 AM,25.239,52.464,,
139,08/29/22 10:44:00 AM,25.239,52.464,,
140,08/29/22 10:44:30 AM,25.264,52.435,,
141,08/29/22 10:45:00 AM,25.264,52.435,,
142,08/29/22 10:45:30 AM,25.264,52.435,,
143,08/29/22 10:46:00 AM,25.264,52.435,,
144,08/29/22 10:46:30 AM,25.264,52.435,,
145,08/29/22 10:47:00 AM,25.264,52.404,,
146,08/29/22 10:47:30 AM,25.264,52.340,,
147,08/29/22 10:48:00 AM,25.264,52.309,,
148,08/29/22 10:48:30 AM,25.288,52.312,,
149,08/29/22 10:49:00 AM,25.288,52.312,,
150,08/29/22 10:49:30 AM,25.288,52.280,,
151,08/29/22 10:50:00 AM,25.288,52.280,,
152,08/29/22 10:50:30 AM,25.288,52.312,,
153,08/29/22 10:51:00 AM,25.288,52.344,,
154,08/29/22 10:51:30 AM,25.288,52.312,,
155,08/29/22 10:52:00 AM,25.288,52.249,,
156,08/29/22 10:52:30 AM,25.288,52.185,,
157,08/29/22 10:53:00 AM,25.312,52.189,,
158,08/29/22 10:53:30 AM,25.288,52.249,,
159,08/29/22 10:54:00 AM,25.312,52.220,,
160,08/29/22 10:54:30 AM,25.312,52.220,,
161,08/29/22 10:55:00 AM,25.312,52.252,,
162,08/29/22 10:55:30 AM,25.312,52.252,,
163,08/29/22 10:56:00 AM,25.312,52.189,,
164,08/29/22 10:56:30 AM,25.312,52.252,,
165,08/29/22 10:57:00 AM,25.312,52.252,,
166,08/29/22 10:57:30 AM,25.312,52.220,,
167,08/29/22 10:58:00 AM,25.312,52.252,,
168,08/29/22 10:58:30 AM,25.312,52.252,,
169,08/29/22 10:59:00 AM,25.336,52.224,,
170,08/29/22 10:59:30 AM,25.312,52.189,,
171,08/29/22 11:00:00 AM,25.312,52.220,,
172,08/29/22 11:00:30 AM,25.336,52.192,,
173,08/29/22 11:01:00 AM,25.336,52.255,,
174,08/29/22 11:01:30 AM,25.336,52.192,,
175,08/29/22 11:02:00 AM,25.336,52.224,,
176,08/29/22 11:02:30 AM,25.336,52.192,,
177,08/29/22 11:03:00 AM,25.336,52.192,,
178,08/29/22 11:03:30 AM,25.336,52.192,,
179,08/29/22 11:04:00 AM,25.361,52.195,,
180,08/29/22 11:04:30 AM,25.336,52.192,,
181,08/29/22 11:05:00 AM,25.361,52.164,,
182,08/29/22 11:05:30 AM,25.361,52.195,,
183,08/29/22 11:06:00 AM,25.361,52.195,,
184,08/29/22 11:06:30 AM,25.361,52.164,,
185,08/29/22 11:07:00 AM,25.361,52.195,,
186,08/29/22 11:07:30 AM,25.361,52.195,,
187,08/29/22 11:08:00 AM,25.361,52.132,,
188,08/29/22 11:08:30 AM,25.361,52.164,,
189,08/29/22 11:09:00 AM,25.361,52.195,,
190,08/29/22 11:09:30 AM,25.361,52.195,,
191,08/29/22 11:10:00 AM,25.385,52.167,,
192,08/29/22 11:10:30 AM,25.361,52.195,,
193,08/29/22 11:11:00 AM,25.385,52.199,,
194,08/29/22 11:11:30 AM,25.385,52.135,,
195,08/29/22 11:12:00 AM,25.385,52.199,,
196,08/29/22 11:12:30 AM,25.385,52.167,,
197,08/29/22 11:13:00 AM,25.385,52.199,,
198,08/29/22 11:13:30 AM,25.385,52.199,,
199,08/29/22 11:14:00 AM,25.385,52.230,,
200,08/29/22 11:14:30 AM,25.385,52.199,,
201,08/29/22 11:15:00 AM,25.385,52.167,,
202,08/29/22 11:15:30 AM,25.385,52.199,,
203,08/29/22 11:16:00 AM,25.385,52.135,,
204,08/29/22 11:16:30 AM,25.409,52.075,,
205,08/29/22 11:17:00 AM,25.409,52.075,,
206,08/29/22 11:17:30 AM,25.409,52.170,,
207,08/29/22 11:18:00 AM,25.409,52.170,,
208,08/29/22 11:18:30 AM,25.409,52.139,,
209,08/29/22 11:19:00 AM,25.409,52.075,,
210,08/29/22 11:19:30 AM,25.409,52.107,,
211,08/29/22 11:20:00 AM,25.409,52.075,,
212,08/29/22 11:20:30 AM,25.409,52.139,,
213,08/29/22 11:21:00 AM,25.409,51.980,,
214,08/29/22 11:21:30 AM,25.409,52.107,,
215,08/29/22 11:22:00 AM,25.409,52.139,,
216,08/29/22 11:22:30 AM,25.409,52.075,,
217,08/29/22 11:23:00 AM,25.409,52.139,,
218,08/29/22 11:23:30 AM,25.409,52.107,,
219,08/29/22 11:24:00 AM,25.409,52.107,,
220,08/29/22 11:24:30 AM,25.409,52.075,,
221,08/29/22 11:25:00 AM,25.409,52.139,,
222,08/29/22 11:25:30 AM,25.409,52.107,,
223,08/29/22 11:26:00 AM,25.409,52.075,,
224,08/29/22 11:26:30 AM,25.433,52.079,,
225,08/29/22 11:27:00 AM,25.433,52.079,,
226,08/29/22 11:27:30 AM,25.433,52.079,,
227,08/29/22 11:28:00 AM,25.433,52.079,,
228,08/29/22 11:28:30 AM,25.433,52.079,,
229,08/29/22 11:29:00 AM,25.409,52.075,,
230,08/29/22 11:29:30 AM,25.433,52.110,,
231,08/29/22 11:30:00 AM,25.433,52.110,,
232,08/29/22 11:30:30 AM,25.433,52.079,,
233,08/29/22 11:31:00 AM,25.433,52.079,,
234,08/29/22 11:31:30 AM,25.433,52.079,,
235,08/29/22 11:32:00 AM,25.433,52.110,,
236,08/29/22 11:32:30 AM,25.433,52.110,,
237,08/29/22 11:33:00 AM,25.433,52.079,,
238,08/29/22 11:33:30 AM,25.433,52.079,,
239,08/29/22 11:34:00 AM,25.433,52.079,,
240,08/29/22 11:34:30 AM,25.433,52.142,,
241,08/29/22 11:35:00 AM,25.433,52.110,,
242,08/29/22 11:35:30 AM,25.458,52.114,,
243,08/29/22 11:36:00 AM,25.433,52.110,,
244,08/29/22 11:36:30 AM,25.458,52.082,,
245,08/29/22 11:37:00 AM,25.458,52.145,,
246,08/29/22 11:37:30 AM,25.458,52.082,,
247,08/29/22 11:38:00 AM,25.458,52.145,,
248,08/29/22 11:38:30 AM,25.433,52.047,,
249,08/29/22 11:39:00 AM,25.458,52.082,,
250,08/29/22 11:39:30 AM,25.458,52.082,,
251,08/29/22 11:40:00 AM,25.458,52.114,,
252,08/29/22 11:40:30 AM,25.458,52.145,,
253,08/29/22 11:41:00 AM,25.458,52.145,,
254,08/29/22 11:41:30 AM,25.458,52.145,,
255,08/29/22 11:42:00 AM,25.458,52.145,,
256,08/29/22 11:42:30 AM,25.458,52.114,,
257,08/29/22 11:43:00 AM,25.458,52.114,,
258,08/29/22 11:43:30 AM,25.458,52.082,,
259,08/29/22 11:44:00 AM,25.458,52.114,,
260,08/29/22 11:44:30 AM,25.458,52.145,,
261,08/29/22 11:45:00 AM,25.458,52.145,,
262,08/29/22 11:45:30 AM,25.458,52.145,,
263,08/29/22 11:46:00 AM,25.458,51.955,,
264,08/29/22 11:46:30 AM,25.458,52.082,,
265,08/29/22 11:47:00 AM,25.458,52.145,,
266,08/29/22 11:47:30 AM,25.433,52.079,,
267,08/29/22 11:48:00 AM,25.433,52.079,,
268,08/29/22 11:48:30 AM,25.433,52.079,,
269,08/29/22 11:49:00 AM,25.433,52.142,,
270,08/29/22 11:49:30 AM,25.433,52.110,,
271,08/29/22 11:50:00 AM,25.433,52.142,,
272,08/29/22 11:50:30 AM,25.433,52.174,,
273,08/29/22 11:51:00 AM,25.433,52.142,,
274,08/29/22 11:51:30 AM,25.433,52.174,,
275,08/29/22 11:52:00 AM,25.433,52.142,,
276,08/29/22 11:52:30 AM,25.433,52.174,,
277,08/29/22 11:53:00 AM,25.433,52.174,,
278,08/29/22 11:53:30 AM,25.433,52.174,,
279,08/29/22 11:54:00 AM,25.433,52.174,,
280,08/29/22 11:54:30 AM,25.433,52.205,,
281,08/29/22 11:55:00 AM,25.433,52.174,,
282,08/29/22 11:55:30 AM,25.458,52.209,,
283,08/29/22 11:56:00 AM,25.458,52.177,,
284,08/29/22 11:56:30 AM,25.458,52.177,,
285,08/29/22 11:57:00 AM,25.458,52.209,,
286,08/29/22 11:57:30 AM,25.458,52.177,,
287,08/29/22 11:58:00 AM,25.458,52.209,,
288,08/29/22 11:58:30 AM,25.458,52.240,,
289,08/29/22 11:59:00 AM,25.458,52.272,,
290,08/29/22 11:59:30 AM,25.458,52.304,,
291,08/29/22 12:00:00 PM,25.458,52.399,,
292,08/29/22 12:00:30 PM,25.458,52.430,,
293,08/29/22 12:01:00 PM,25.458,52.399,,
294,08/29/22 12:01:30 PM,25.458,52.462,,
295,08/29/22 12:02:00 PM,25.458,52.525,,
296,08/29/22 12:02:30 PM,25.458,52.557,,
297,08/29/22 12:03:00 PM,25.458,52.589,,
298,08/29/22 12:03:30 PM,25.458,52.620,,
299,08/29/22 12:04:00 PM,25.458,52.652,,
300,08/29/22 12:04:30 PM,25.458,52.652,,
301,08/29/22 12:05:00 PM,25.458,52.747,,
302,08/29/22 12:05:30 PM,25.458,52.778,,
303,08/29/22 12:06:00 PM,25.458,52.778,,
304,08/29/22 12:06:30 PM,25.458,52.778,,
305,08/29/22 12:07:00 PM,25.458,52.747,,
306,08/29/22 12:07:30 PM,25.482,52.750,,
307,08/29/22 12:08:00 PM,25.482,52.718,,
308,08/29/22 12:08:30 PM,25.482,52.687,,
309,08/29/22 12:09:00 PM,25.482,52.750,,
310,08/29/22 12:09:30 PM,25.458,52.747,,
311,08/29/22 12:10:00 PM,25.482,52.718,,
312,08/29/22 12:10:30 PM,25.482,52.718,,
313,08/29/22 12:11:00 PM,25.482,52.782,,
314,08/29/22 12:11:30 PM,25.482,52.750,,
315,08/29/22 12:12:00 PM,25.482,52.750,,
316,08/29/22 12:12:30 PM,25.482,52.687,,
317,08/29/22 12:13:00 PM,25.482,52.718,,
318,08/29/22 12:13:30 PM,25.482,52.750,,
319,08/29/22 12:14:00 PM,25.482,52.750,,
320,08/29/22 12:14:30 PM,25.482,52.718,,
321,08/29/22 12:15:00 PM,25.482,52.718,,
322,08/29/22 12:15:30 PM,25.482,52.718,,
323,08/29/22 12:16:00 PM,25.482,52.687,,
324,08/29/22 12:16:30 PM,25.482,52.718,,
325,08/29/22 12:17:00 PM,25.482,52.718,,
326,08/29/22 12:17:30 PM,25.482,52.718,,
327,08/29/22 12:18:00 PM,25.482,52.750,,
328,08/29/22 12:18:30 PM,25.482,52.687,,
329,08/29/22 12:19:00 PM,25.482,52.718,,
330,08/29/22 12:19:30 PM,25.482,52.718,,
331,08/29/22 12:20:00 PM,25.482,52.718,,
332,08/29/22 12:20:30 PM,25.482,52.877,,
333,08/29/22 12:21:00 PM,25.482,52.750,,
334,08/29/22 12:21:30 PM,25.482,52.782,,
335,08/29/22 12:22:00 PM,25.482,52.718,,
336,08/29/22 12:22:30 PM,25.482,52.687,,
337,08/29/22 12:23:00 PM,25.482,52.782,,
338,08/29/22 12:23:30 PM,25.482,52.782,,
339,08/29/22 12:24:00 PM,25.482,52.845,,
340,08/29/22 12:24:30 PM,25.482,52.877,,
341,08/29/22 12:25:00 PM,25.482,52.971,,
342,08/29/22 12:25:30 PM,25.482,52.845,,
343,08/29/22 12:26:00 PM,25.482,52.845,,
344,08/29/22 12:26:30 PM,25.482,52.845,,
345,08/29/22 12:27:00 PM,25.482,52.877,,
346,08/29/22 12:27:30 PM,25.482,52.845,,
347,08/29/22 12:28:00 PM,25.482,52.908,,
348,08/29/22 12:28:30 PM,25.482,52.971,,
349,08/29/22 12:29:00 PM,25.482,52.908,,
350,08/29/22 12:29:30 PM,25.482,52.908,,
351,08/29/22 12:30:00 PM,25.482,52.971,,
352,08/29/22 12:30:30 PM,25.482,52.940,,
353,08/29/22 12:31:00 PM,25.506,52.912,,
354,08/29/22 12:31:30 PM,25.506,52.912,,
355,08/29/22 12:32:00 PM,25.506,52.912,,
356,08/29/22 12:32:30 PM,25.506,52.943,,
357,08/29/22 12:33:00 PM,25.506,52.912,,
358,08/29/22 12:33:30 PM,25.506,52.848,,
359,08/29/22 12:34:00 PM,25.506,52.880,,
360,08/29/22 12:34:30 PM,25.506,52.912,,
361,08/29/22 12:35:00 PM,25.506,52.880,,
362,08/29/22 12:35:30 PM,25.506,52.848,,
363,08/29/22 12:36:00 PM,25.506,52.848,,
364,08/29/22 12:36:30 PM,25.506,52.880,,
365,08/29/22 12:37:00 PM,25.506,52.848,,
366,08/29/22 12:37:30 PM,25.506,52.785,,
367,08/29/22 12:38:00 PM,25.506,52.817,,
368,08/29/22 12:38:30 PM,25.506,52.848,,
369,08/29/22 12:39:00 PM,25.506,52.848,,
370,08/29/22 12:39:30 PM,25.506,52.817,,
371,08/29/22 12:40:00 PM,25.506,52.848,,
372,08/29/22 12:40:30 PM,25.506,52.848,,
373,08/29/22 12:41:00 PM,25.506,52.848,,
374,08/29/22 12:41:30 PM,25.506,52.848,,
375,08/29/22 12:42:00 PM,25.506,52.848,,
376,08/29/22 12:42:30 PM,25.506,52.817,,
377,08/29/22 12:43:00 PM,25.506,52.785,,
378,08/29/22 12:43:30 PM,25.506,52.817,,
379,08/29/22 12:44:00 PM,25.506,52.785,,
380,08/29/22 12:44:30 PM,25.506,52.817,,
381,08/29/22 12:45:00 PM,25.506,52.817,,
382,08/29/22 12:45:30 PM,25.506,52.785,,
383,08/29/22 12:46:00 PM,25.506,52.785,,
384,08/29/22 12:46:30 PM,25.506,52.785,,
385,08/29/22 12:47:00 PM,25.506,52.785,,
386,08/29/22 12:47:30 PM,25.506,52.785,,
387,08/29/22 12:48:00 PM,25.506,52.753,,
388,08/29/22 12:48:30 PM,25.506,52.785,,
389,08/29/22 12:49:00 PM,25.506,52.753,,
390,08/29/22 12:49:30 PM,25.506,52.785,,
391,08/29/22 12:50:00 PM,25.506,52.753,,
392,08/29/22 12:50:30 PM,25.506,52.817,,
393,08/29/22 12:51:00 PM,25.506,52.785,,
394,08/29/22 12:51:30 PM,25.506,52.785,,
395,08/29/22 12:52:00 PM,25.531,52.820,,
396,08/29/22 12:52:30 PM,25.506,52.785,,
397,08/29/22 12:53:00 PM,25.531,52.820,,
398,08/29/22 12:53:30 PM,25.506,52.785,,
399,08/29/22 12:54:00 PM,25.531,52.788,,
400,08/29/22 12:54:30 PM,25.531,52.788,,
401,08/29/22 12:55:00 PM,25.531,52.820,,
402,08/29/22 12:55:30 PM,25.531,52.820,,
403,08/29/22 12:56:00 PM,25.531,52.820,,
404,08/29/22 12:56:30 PM,25.531,52.788,,
405,08/29/22 12:57:00 PM,25.531,52.820,,
406,08/29/22 12:57:30 PM,25.531,52.820,,
407,08/29/22 12:58:00 PM,25.531,52.788,,
408,08/29/22 12:58:30 PM,25.531,52.788,,
409,08/29/22 12:59:00 PM,25.531,52.788,,
410,08/29/22 12:59:30 PM,25.531,52.788,,
411,08/29/22 01:00:00 PM,25.531,52.788,,
412,08/29/22 01:00:30 PM,25.531,52.820,,
413,08/29/22 01:01:00 PM,25.531,52.820,,
414,08/29/22 01:01:30 PM,25.506,52.817,,
415,08/29/22 01:02:00 PM,25.531,52.820,,
416,08/29/22 01:02:30 PM,25.531,52.788,,
417,08/29/22 01:03:00 PM,25.531,52.788,,
418,08/29/22 01:03:30 PM,25.531,52.820,,
419,08/29/22 01:04:00 PM,25.531,52.788,,
420,08/29/22 01:04:30 PM,25.531,52.820,,
421,08/29/22 01:05:00 PM,25.531,52.820,,
422,08/29/22 01:05:30 PM,25.531,52.852,,
423,08/29/22 01:06:00 PM,25.555,52.855,,
424,08/29/22 01:06:30 PM,25.531,52.852,,
425,08/29/22 01:07:00 PM,25.531,52.852,,
426,08/29/22 01:07:30 PM,25.555,52.823,,
427,08/29/22 01:08:00 PM,25.531,52.820,,
428,08/29/22 01:08:30 PM,25.555,52.823,,
429,08/29/22 01:09:00 PM,25.555,52.792,,
430,08/29/22 01:09:30 PM,25.531,52.820,,
431,08/29/22 01:10:00 PM,25.531,52.788,,
432,08/29/22 01:10:30 PM,25.531,52.788,,
433,08/29/22 01:11:00 PM,25.555,52.823,,
434,08/29/22 01:11:30 PM,25.531,52.820,,
435,08/29/22 01:12:00 PM,25.555,52.823,,
436,08/29/22 01:12:30 PM,25.555,52.792,,
437,08/29/22 01:13:00 PM,25.555,52.792,,
438,08/29/22 01:13:30 PM,25.555,52.792,,
439,08/29/22 01:14:00 PM,25.555,52.792,,
440,08/29/22 01:14:30 PM,25.555,52.823,,
441,08/29/22 01:15:00 PM,25.555,52.792,,
442,08/29/22 01:15:30 PM,25.555,52.792,,
443,08/29/22 01:16:00 PM,25.555,52.792,,
444,08/29/22 01:16:30 PM,25.555,52.792,,
445,08/29/22 01:17:00 PM,25.531,52.788,,
446,08/29/22 01:17:30 PM,25.555,52.792,,
447,08/29/22 01:18:00 PM,25.555,52.760,,
448,08/29/22 01:18:30 PM,25.555,52.760,,
449,08/29/22 01:19:00 PM,25.555,52.792,,
450,08/29/22 01:19:30 PM,25.555,52.729,,
451,08/29/22 01:20:00 PM,25.555,52.729,,
452,08/29/22 01:20:30 PM,25.555,52.729,,
453,08/29/22 01:21:00 PM,25.555,52.729,,
454,08/29/22 01:21:30 PM,25.555,52.729,,
455,08/29/22 01:22:00 PM,25.555,52.729,,
456,08/29/22 01:22:30 PM,25.555,52.729,,
457,08/29/22 01:23:00 PM,25.555,52.729,,
458,08/29/22 01:23:30 PM,25.555,52.729,,
459,08/29/22 01:24:00 PM,25.555,52.729,,
460,08/29/22 01:24:30 PM,25.531,52.694,,
461,08/29/22 01:25:00 PM,25.531,52.725,,
462,08/29/22 01:25:30 PM,25.531,52.725,,
463,08/29/22 01:26:00 PM,25.531,52.694,,
464,08/29/22 01:26:30 PM,25.531,52.725,,
465,08/29/22 01:27:00 PM,25.531,52.725,,
466,08/29/22 01:27:30 PM,25.531,52.725,,
467,08/29/22 01:28:00 PM,25.555,52.729,,
468,08/29/22 01:28:30 PM,25.531,52.725,,
469,08/29/22 01:29:00 PM,25.531,52.725,,
470,08/29/22 01:29:30 PM,25.531,52.662,,
471,08/29/22 01:30:00 PM,25.531,52.662,,
472,08/29/22 01:30:30 PM,25.531,52.662,,
473,08/29/22 01:31:00 PM,25.555,53.297,,
474,08/29/22 01:31:30 PM,25.579,52.669,,
475,08/29/22 01:32:00 PM,25.555,52.602,,
476,08/29/22 01:32:30 PM,25.579,52.669,,
477,08/29/22 01:33:00 PM,25.579,52.637,,
478,08/29/22 01:33:30 PM,25.555,52.634,,
479,08/29/22 01:34:00 PM,25.579,52.637,,
480,08/29/22 01:34:30 PM,25.579,52.637,,
481,08/29/22 01:35:00 PM,25.579,52.605,,
482,08/29/22 01:35:30 PM,25.579,52.605,,
483,08/29/22 01:36:00 PM,25.579,52.637,,
484,08/29/22 01:36:30 PM,25.579,52.669,,
485,08/29/22 01:37:00 PM,25.579,52.605,,
486,08/29/22 01:37:30 PM,25.579,52.637,,
487,08/29/22 01:38:00 PM,25.579,52.637,,
488,08/29/22 01:38:30 PM,25.579,52.605,,
489,08/29/22 01:39:00 PM,25.555,52.507,,
490,08/29/22 01:39:30 PM,25.579,52.637,,
491,08/29/22 01:40:00 PM,25.579,52.574,,
492,08/29/22 01:40:30 PM,25.555,52.539,,
493,08/29/22 01:41:00 PM,25.579,52.542,,
494,08/29/22 01:41:30 PM,25.555,52.729,,
495,08/29/22 01:42:00 PM,25.555,52.570,,
496,08/29/22 01:42:30 PM,25.555,52.539,,
497,08/29/22 01:43:00 PM,25.555,53.171,,
498,08/29/22 01:43:30 PM,25.555,53.045,,
499,08/29/22 01:44:00 PM,25.555,52.760,,
500,08/29/22 01:44:30 PM,25.555,53.140,,
501,08/29/22 01:45:00 PM,25.555,53.424,,
502,08/29/22 01:45:30 PM,25.555,52.918,,
503,08/29/22 01:46:00 PM,25.555,52.982,,
504,08/29/22 01:46:30 PM,25.555,53.361,,
505,08/29/22 01:47:00 PM,25.555,53.203,,
506,08/29/22 01:47:30 PM,25.555,52.982,,
507,08/29/22 01:48:00 PM,25.579,53.048,,
