"Plot Title: TRH_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981294, SEN S/N: 10981294, LBL: Temp_4)","RH, % (LGR S/N: 10981294, SEN S/N: 10981294, LBL: RH_4)"
92,07/18/22 11:15:30 PM,25.458,50.971
93,07/18/22 11:16:00 PM,25.458,50.971
94,07/18/22 11:16:30 PM,25.433,50.936
95,07/18/22 11:17:00 PM,25.433,50.681
96,07/18/22 11:17:30 PM,25.433,50.650
97,07/18/22 11:18:00 PM,25.433,50.681
98,07/18/22 11:18:30 PM,25.433,50.745
99,07/18/22 11:19:00 PM,25.433,50.809
100,07/18/22 11:19:30 PM,25.433,50.681
101,07/18/22 11:20:00 PM,25.409,50.742
102,07/18/22 11:20:30 PM,25.433,50.650
103,07/18/22 11:21:00 PM,25.409,50.710
104,07/18/22 11:21:30 PM,25.409,50.519
105,07/18/22 11:22:00 PM,25.409,50.615
106,07/18/22 11:22:30 PM,25.409,50.615
107,07/18/22 11:23:00 PM,25.409,50.710
108,07/18/22 11:23:30 PM,25.409,50.615
109,07/18/22 11:24:00 PM,25.409,50.710
110,07/18/22 11:24:30 PM,25.409,50.551
111,07/18/22 11:25:00 PM,25.385,50.548
112,07/18/22 11:25:30 PM,25.385,50.611
113,07/18/22 11:26:00 PM,25.385,50.611
114,07/18/22 11:26:30 PM,25.385,50.357
115,07/18/22 11:27:00 PM,25.385,50.357
116,07/18/22 11:27:30 PM,25.385,50.388
117,07/18/22 11:28:00 PM,25.361,50.449
118,07/18/22 11:28:30 PM,25.361,50.385
119,07/18/22 11:29:00 PM,25.361,50.353
120,07/18/22 11:29:30 PM,25.361,50.385
121,07/18/22 11:30:00 PM,25.361,50.513
122,07/18/22 11:30:30 PM,25.361,50.513
123,07/18/22 11:31:00 PM,25.361,50.353
124,07/18/22 11:31:30 PM,25.361,50.385
125,07/18/22 11:32:00 PM,25.361,50.353
126,07/18/22 11:32:30 PM,25.336,50.350
127,07/18/22 11:33:00 PM,25.336,50.223
128,07/18/22 11:33:30 PM,25.336,50.223
129,07/18/22 11:34:00 PM,25.336,50.223
130,07/18/22 11:34:30 PM,25.336,50.223
131,07/18/22 11:35:00 PM,25.336,50.191
132,07/18/22 11:35:30 PM,25.336,50.223
133,07/18/22 11:36:00 PM,25.336,50.191
134,07/18/22 11:36:30 PM,25.336,50.191
135,07/18/22 11:37:00 PM,25.312,50.124
136,07/18/22 11:37:30 PM,25.312,50.251
137,07/18/22 11:38:00 PM,25.312,50.092
138,07/18/22 11:38:30 PM,25.312,50.124
139,07/18/22 11:39:00 PM,25.288,50.089
140,07/18/22 11:39:30 PM,25.288,50.089
141,07/18/22 11:40:00 PM,25.288,50.057
142,07/18/22 11:40:30 PM,25.288,50.025
143,07/18/22 11:41:00 PM,25.288,50.089
144,07/18/22 11:41:30 PM,25.288,50.025
145,07/18/22 11:42:00 PM,25.288,50.025
146,07/18/22 11:42:30 PM,25.264,49.990
147,07/18/22 11:43:00 PM,25.264,50.022
148,07/18/22 11:43:30 PM,25.264,49.958
149,07/18/22 11:44:00 PM,25.264,49.958
150,07/18/22 11:44:30 PM,25.264,49.894
151,07/18/22 11:45:00 PM,25.264,49.990
152,07/18/22 11:45:30 PM,25.264,49.958
153,07/18/22 11:46:00 PM,25.239,49.891
154,07/18/22 11:46:30 PM,25.239,50.019
155,07/18/22 11:47:00 PM,25.239,49.955
156,07/18/22 11:47:30 PM,25.239,49.955
157,07/18/22 11:48:00 PM,25.239,49.955
158,07/18/22 11:48:30 PM,25.239,49.955
159,07/18/22 11:49:00 PM,25.239,49.955
160,07/18/22 11:49:30 PM,25.239,50.019
161,07/18/22 11:50:00 PM,25.239,50.051
162,07/18/22 11:50:30 PM,25.239,50.019
163,07/18/22 11:51:00 PM,25.215,49.952
164,07/18/22 11:51:30 PM,25.215,49.920
165,07/18/22 11:52:00 PM,25.215,49.888
166,07/18/22 11:52:30 PM,25.215,49.920
167,07/18/22 11:53:00 PM,25.215,49.888
168,07/18/22 11:53:30 PM,25.215,49.984
169,07/18/22 11:54:00 PM,25.215,49.920
170,07/18/22 11:54:30 PM,25.215,49.888
171,07/18/22 11:55:00 PM,25.215,49.952
172,07/18/22 11:55:30 PM,25.191,49.853
173,07/18/22 11:56:00 PM,25.191,50.012
174,07/18/22 11:56:30 PM,25.191,50.076
175,07/18/22 11:57:00 PM,25.191,50.076
176,07/18/22 11:57:30 PM,25.191,50.108
177,07/18/22 11:58:00 PM,25.191,50.140
178,07/18/22 11:58:30 PM,25.191,50.012
179,07/18/22 11:59:00 PM,25.191,50.012
180,07/18/22 11:59:30 PM,25.191,49.949
181,07/19/22 12:00:00 AM,25.191,49.885
182,07/19/22 12:00:30 AM,25.191,49.885
183,07/19/22 12:01:00 AM,25.191,49.853
184,07/19/22 12:01:30 AM,25.191,49.853
185,07/19/22 12:02:00 AM,25.191,49.821
186,07/19/22 12:02:30 AM,25.167,49.786
187,07/19/22 12:03:00 AM,25.167,49.786
188,07/19/22 12:03:30 AM,25.167,49.882
189,07/19/22 12:04:00 AM,25.167,49.754
190,07/19/22 12:04:30 AM,25.167,49.754
191,07/19/22 12:05:00 AM,25.167,49.786
192,07/19/22 12:05:30 AM,25.142,49.751
193,07/19/22 12:06:00 AM,25.142,49.751
194,07/19/22 12:06:30 AM,25.142,49.751
195,07/19/22 12:07:00 AM,25.142,49.751
196,07/19/22 12:07:30 AM,25.142,49.815
197,07/19/22 12:08:00 AM,25.118,49.812
198,07/19/22 12:08:30 AM,25.142,49.815
199,07/19/22 12:09:00 AM,25.142,49.878
200,07/19/22 12:09:30 AM,25.118,49.971
201,07/19/22 12:10:00 AM,25.118,49.875
202,07/19/22 12:10:30 AM,25.118,49.971
203,07/19/22 12:11:00 AM,25.118,49.939
204,07/19/22 12:11:30 AM,25.118,49.971
205,07/19/22 12:12:00 AM,25.118,49.939
206,07/19/22 12:12:30 AM,25.118,49.907
207,07/19/22 12:13:00 AM,25.118,49.907
208,07/19/22 12:13:30 AM,25.118,50.003
209,07/19/22 12:14:00 AM,25.118,50.003
210,07/19/22 12:14:30 AM,25.094,49.968
211,07/19/22 12:15:00 AM,25.094,50.000
212,07/19/22 12:15:30 AM,25.094,49.904
213,07/19/22 12:16:00 AM,25.094,50.000
214,07/19/22 12:16:30 AM,25.094,49.904
215,07/19/22 12:17:00 AM,25.094,49.872
216,07/19/22 12:17:30 AM,25.094,49.872
217,07/19/22 12:18:00 AM,25.094,49.872
218,07/19/22 12:18:30 AM,25.094,49.872
219,07/19/22 12:19:00 AM,25.070,49.933
220,07/19/22 12:19:30 AM,25.094,49.936
221,07/19/22 12:20:00 AM,25.094,49.936
222,07/19/22 12:20:30 AM,25.094,50.000
223,07/19/22 12:21:00 AM,25.070,49.933
224,07/19/22 12:21:30 AM,25.070,49.996
225,07/19/22 12:22:00 AM,25.070,50.028
226,07/19/22 12:22:30 AM,25.070,49.933
227,07/19/22 12:23:00 AM,25.070,49.933
228,07/19/22 12:23:30 AM,25.070,49.933
229,07/19/22 12:24:00 AM,25.070,49.965
230,07/19/22 12:24:30 AM,25.070,49.901
231,07/19/22 12:25:00 AM,25.070,49.996
232,07/19/22 12:25:30 AM,25.045,50.025
233,07/19/22 12:26:00 AM,25.045,49.961
234,07/19/22 12:26:30 AM,25.045,49.993
235,07/19/22 12:27:00 AM,25.045,50.057
236,07/19/22 12:27:30 AM,25.045,50.089
237,07/19/22 12:28:00 AM,25.045,49.993
238,07/19/22 12:28:30 AM,25.045,49.929
239,07/19/22 12:29:00 AM,25.021,49.894
240,07/19/22 12:29:30 AM,25.045,50.089
241,07/19/22 12:30:00 AM,25.021,50.086
242,07/19/22 12:30:30 AM,25.021,49.990
243,07/19/22 12:31:00 AM,25.021,49.863
244,07/19/22 12:31:30 AM,25.021,49.926
245,07/19/22 12:32:00 AM,25.021,49.894
246,07/19/22 12:32:30 AM,25.021,49.958
247,07/19/22 12:33:00 AM,25.021,49.894
248,07/19/22 12:33:30 AM,25.021,49.926
249,07/19/22 12:34:00 AM,25.021,49.926
250,07/19/22 12:34:30 AM,25.021,49.926
251,07/19/22 12:35:00 AM,25.021,50.054
252,07/19/22 12:35:30 AM,25.021,49.926
253,07/19/22 12:36:00 AM,25.021,50.054
254,07/19/22 12:36:30 AM,24.997,49.987
255,07/19/22 12:37:00 AM,24.997,49.859
256,07/19/22 12:37:30 AM,24.997,49.955
257,07/19/22 12:38:00 AM,24.997,49.923
258,07/19/22 12:38:30 AM,24.997,49.923
259,07/19/22 12:39:00 AM,24.997,49.923
260,07/19/22 12:39:30 AM,24.997,49.923
261,07/19/22 12:40:00 AM,24.997,49.955
262,07/19/22 12:40:30 AM,24.997,49.955
263,07/19/22 12:41:00 AM,24.997,50.051
264,07/19/22 12:41:30 AM,24.997,50.051
265,07/19/22 12:42:00 AM,24.997,50.114
266,07/19/22 12:42:30 AM,24.997,50.082
267,07/19/22 12:43:00 AM,24.997,50.051
268,07/19/22 12:43:30 AM,24.973,50.016
269,07/19/22 12:44:00 AM,24.973,50.047
270,07/19/22 12:44:30 AM,24.973,49.952
271,07/19/22 12:45:00 AM,24.973,49.984
272,07/19/22 12:45:30 AM,24.973,49.920
273,07/19/22 12:46:00 AM,24.973,49.984
274,07/19/22 12:46:30 AM,24.973,49.984
275,07/19/22 12:47:00 AM,24.973,49.984
276,07/19/22 12:47:30 AM,24.973,50.016
277,07/19/22 12:48:00 AM,24.948,49.980
278,07/19/22 12:48:30 AM,24.973,50.016
279,07/19/22 12:49:00 AM,24.948,50.044
280,07/19/22 12:49:30 AM,24.948,50.012
281,07/19/22 12:50:00 AM,24.948,50.108
282,07/19/22 12:50:30 AM,24.948,50.044
283,07/19/22 12:51:00 AM,24.948,50.076
284,07/19/22 12:51:30 AM,24.924,50.073
285,07/19/22 12:52:00 AM,24.948,50.076
286,07/19/22 12:52:30 AM,24.948,50.044
287,07/19/22 12:53:00 AM,24.948,50.044
288,07/19/22 12:53:30 AM,24.924,50.041
289,07/19/22 12:54:00 AM,24.924,50.168
290,07/19/22 12:54:30 AM,24.924,50.232
291,07/19/22 12:55:00 AM,24.924,50.168
292,07/19/22 12:55:30 AM,24.924,50.232
293,07/19/22 12:56:00 AM,24.924,50.168
294,07/19/22 12:56:30 AM,24.924,50.200
295,07/19/22 12:57:00 AM,24.924,50.264
296,07/19/22 12:57:30 AM,24.924,50.264
297,07/19/22 12:58:00 AM,24.924,50.327
298,07/19/22 12:58:30 AM,24.924,50.327
299,07/19/22 12:59:00 AM,24.900,50.356
300,07/19/22 12:59:30 AM,24.900,50.324
301,07/19/22 01:00:00 AM,24.900,50.388
302,07/19/22 01:00:30 AM,24.900,50.324
303,07/19/22 01:01:00 AM,24.900,50.292
304,07/19/22 01:01:30 AM,24.900,50.356
305,07/19/22 01:02:00 AM,24.900,50.356
306,07/19/22 01:02:30 AM,24.900,50.420
307,07/19/22 01:03:00 AM,24.900,50.420
308,07/19/22 01:03:30 AM,24.900,50.356
309,07/19/22 01:04:00 AM,24.900,50.356
310,07/19/22 01:04:30 AM,24.900,50.356
311,07/19/22 01:05:00 AM,24.876,50.385
312,07/19/22 01:05:30 AM,24.876,50.416
313,07/19/22 01:06:00 AM,24.876,50.448
314,07/19/22 01:06:30 AM,24.900,50.451
315,07/19/22 01:07:00 AM,24.876,50.416
316,07/19/22 01:07:30 AM,24.876,50.257
317,07/19/22 01:08:00 AM,24.876,50.321
318,07/19/22 01:08:30 AM,24.876,50.385
319,07/19/22 01:09:00 AM,24.876,50.289
320,07/19/22 01:09:30 AM,24.876,50.257
321,07/19/22 01:10:00 AM,24.876,50.353
322,07/19/22 01:10:30 AM,24.876,50.289
323,07/19/22 01:11:00 AM,24.876,50.385
324,07/19/22 01:11:30 AM,24.876,50.226
325,07/19/22 01:12:00 AM,24.852,50.159
326,07/19/22 01:12:30 AM,24.852,50.222
327,07/19/22 01:13:00 AM,24.852,50.191
328,07/19/22 01:13:30 AM,24.852,50.222
329,07/19/22 01:14:00 AM,24.852,50.222
330,07/19/22 01:14:30 AM,24.852,50.222
331,07/19/22 01:15:00 AM,24.852,50.159
332,07/19/22 01:15:30 AM,24.852,50.159
333,07/19/22 01:16:00 AM,24.852,50.222
334,07/19/22 01:16:30 AM,24.852,50.191
335,07/19/22 01:17:00 AM,24.852,50.222
336,07/19/22 01:17:30 AM,24.827,50.219
337,07/19/22 01:18:00 AM,24.852,50.127
338,07/19/22 01:18:30 AM,24.827,50.124
339,07/19/22 01:19:00 AM,24.827,50.156
340,07/19/22 01:19:30 AM,24.827,50.124
341,07/19/22 01:20:00 AM,24.827,50.156
342,07/19/22 01:20:30 AM,24.827,50.187
343,07/19/22 01:21:00 AM,24.827,50.187
344,07/19/22 01:21:30 AM,24.827,50.156
345,07/19/22 01:22:00 AM,24.827,50.156
346,07/19/22 01:22:30 AM,24.827,50.156
347,07/19/22 01:23:00 AM,24.827,50.156
348,07/19/22 01:23:30 AM,24.827,50.156
349,07/19/22 01:24:00 AM,24.827,50.124
350,07/19/22 01:24:30 AM,24.803,50.089
351,07/19/22 01:25:00 AM,24.803,50.089
352,07/19/22 01:25:30 AM,24.803,50.089
353,07/19/22 01:26:00 AM,24.803,50.089
354,07/19/22 01:26:30 AM,24.803,50.057
355,07/19/22 01:27:00 AM,24.803,50.121
356,07/19/22 01:27:30 AM,24.803,50.089
357,07/19/22 01:28:00 AM,24.779,50.086
358,07/19/22 01:28:30 AM,24.779,50.181
359,07/19/22 01:29:00 AM,24.779,50.117
360,07/19/22 01:29:30 AM,24.779,50.022
361,07/19/22 01:30:00 AM,24.779,50.086
362,07/19/22 01:30:30 AM,24.779,50.086
363,07/19/22 01:31:00 AM,24.779,49.990
364,07/19/22 01:31:30 AM,24.779,49.990
365,07/19/22 01:32:00 AM,24.755,50.082
366,07/19/22 01:32:30 AM,24.755,49.955
367,07/19/22 01:33:00 AM,24.755,49.987
368,07/19/22 01:33:30 AM,24.755,50.019
369,07/19/22 01:34:00 AM,24.755,49.987
370,07/19/22 01:34:30 AM,24.755,49.955
371,07/19/22 01:35:00 AM,24.755,49.923
372,07/19/22 01:35:30 AM,24.755,49.955
373,07/19/22 01:36:00 AM,24.755,49.955
374,07/19/22 01:36:30 AM,24.755,49.987
375,07/19/22 01:37:00 AM,24.731,50.047
376,07/19/22 01:37:30 AM,24.731,50.016
377,07/19/22 01:38:00 AM,24.731,50.016
378,07/19/22 01:38:30 AM,24.731,50.016
379,07/19/22 01:39:00 AM,24.731,49.888
380,07/19/22 01:39:30 AM,24.731,49.888
381,07/19/22 01:40:00 AM,24.731,50.016
382,07/19/22 01:40:30 AM,24.731,49.888
383,07/19/22 01:41:00 AM,24.706,49.917
384,07/19/22 01:41:30 AM,24.706,49.885
385,07/19/22 01:42:00 AM,24.706,49.917
386,07/19/22 01:42:30 AM,24.706,49.885
387,07/19/22 01:43:00 AM,24.706,49.853
388,07/19/22 01:43:30 AM,24.706,49.885
389,07/19/22 01:44:00 AM,24.706,49.853
390,07/19/22 01:44:30 AM,24.706,49.885
391,07/19/22 01:45:00 AM,24.706,49.821
392,07/19/22 01:45:30 AM,24.706,49.853
393,07/19/22 01:46:00 AM,24.706,49.853
394,07/19/22 01:46:30 AM,24.682,49.818
395,07/19/22 01:47:00 AM,24.682,49.850
396,07/19/22 01:47:30 AM,24.682,49.882
397,07/19/22 01:48:00 AM,24.682,49.914
398,07/19/22 01:48:30 AM,24.658,49.847
399,07/19/22 01:49:00 AM,24.682,49.882
400,07/19/22 01:49:30 AM,24.658,49.879
401,07/19/22 01:50:00 AM,24.658,49.815
402,07/19/22 01:50:30 AM,24.658,49.879
403,07/19/22 01:51:00 AM,24.658,49.879
404,07/19/22 01:51:30 AM,24.658,49.815
405,07/19/22 01:52:00 AM,24.658,49.879
406,07/19/22 01:52:30 AM,24.658,49.847
407,07/19/22 01:53:00 AM,24.658,49.942
408,07/19/22 01:53:30 AM,24.658,50.006
409,07/19/22 01:54:00 AM,24.658,49.879
410,07/19/22 01:54:30 AM,24.658,49.942
411,07/19/22 01:55:00 AM,24.658,49.974
412,07/19/22 01:55:30 AM,24.658,49.942
413,07/19/22 01:56:00 AM,24.658,49.910
414,07/19/22 01:56:30 AM,24.658,49.879
415,07/19/22 01:57:00 AM,24.658,49.879
416,07/19/22 01:57:30 AM,24.658,49.910
417,07/19/22 01:58:00 AM,24.634,49.875
418,07/19/22 01:58:30 AM,24.658,49.879
419,07/19/22 01:59:00 AM,24.634,49.939
420,07/19/22 01:59:30 AM,24.658,49.815
421,07/19/22 02:00:00 AM,24.658,49.847
422,07/19/22 02:00:30 AM,24.634,49.875
423,07/19/22 02:01:00 AM,24.634,49.812
424,07/19/22 02:01:30 AM,24.634,49.844
425,07/19/22 02:02:00 AM,24.634,49.875
426,07/19/22 02:02:30 AM,24.634,49.907
427,07/19/22 02:03:00 AM,24.634,49.939
428,07/19/22 02:03:30 AM,24.634,49.875
429,07/19/22 02:04:00 AM,24.634,49.780
430,07/19/22 02:04:30 AM,24.610,49.809
431,07/19/22 02:05:00 AM,24.634,49.812
432,07/19/22 02:05:30 AM,24.610,49.840
433,07/19/22 02:06:00 AM,24.610,49.777
434,07/19/22 02:06:30 AM,24.610,49.872
435,07/19/22 02:07:00 AM,24.610,49.809
436,07/19/22 02:07:30 AM,24.610,49.840
437,07/19/22 02:08:00 AM,24.610,49.840
438,07/19/22 02:08:30 AM,24.610,49.872
439,07/19/22 02:09:00 AM,24.610,49.904
440,07/19/22 02:09:30 AM,24.610,49.809
441,07/19/22 02:10:00 AM,24.610,49.840
442,07/19/22 02:10:30 AM,24.610,49.745
443,07/19/22 02:11:00 AM,24.610,49.745
444,07/19/22 02:11:30 AM,24.610,49.872
445,07/19/22 02:12:00 AM,24.586,49.869
446,07/19/22 02:12:30 AM,24.586,49.837
447,07/19/22 02:13:00 AM,24.586,49.742
448,07/19/22 02:13:30 AM,24.586,49.742
449,07/19/22 02:14:00 AM,24.561,49.707
450,07/19/22 02:14:30 AM,24.561,49.770
451,07/19/22 02:15:00 AM,24.561,49.802
452,07/19/22 02:15:30 AM,24.561,49.739
453,07/19/22 02:16:00 AM,24.561,49.739
454,07/19/22 02:16:30 AM,24.561,49.707
455,07/19/22 02:17:00 AM,24.561,49.739
456,07/19/22 02:17:30 AM,24.561,49.739
457,07/19/22 02:18:00 AM,24.561,49.739
458,07/19/22 02:18:30 AM,24.561,49.739
459,07/19/22 02:19:00 AM,24.561,49.739
460,07/19/22 02:19:30 AM,24.561,49.770
461,07/19/22 02:20:00 AM,24.561,49.866
462,07/19/22 02:20:30 AM,24.561,49.802
463,07/19/22 02:21:00 AM,24.561,49.866
464,07/19/22 02:21:30 AM,24.537,49.799
465,07/19/22 02:22:00 AM,24.537,49.799
466,07/19/22 02:22:30 AM,24.537,49.799
467,07/19/22 02:23:00 AM,24.537,49.799
468,07/19/22 02:23:30 AM,24.537,49.799
469,07/19/22 02:24:00 AM,24.537,49.799
470,07/19/22 02:24:30 AM,24.537,49.767
471,07/19/22 02:25:00 AM,24.537,49.735
472,07/19/22 02:25:30 AM,24.513,49.732
473,07/19/22 02:26:00 AM,24.537,49.735
474,07/19/22 02:26:30 AM,24.513,49.796
475,07/19/22 02:27:00 AM,24.513,49.732
476,07/19/22 02:27:30 AM,24.513,49.700
477,07/19/22 02:28:00 AM,24.513,49.764
478,07/19/22 02:28:30 AM,24.513,49.796
479,07/19/22 02:29:00 AM,24.513,49.828
480,07/19/22 02:29:30 AM,24.513,49.828
481,07/19/22 02:30:00 AM,24.513,49.828
482,07/19/22 02:30:30 AM,24.513,49.860
483,07/19/22 02:31:00 AM,24.513,49.828
484,07/19/22 02:31:30 AM,24.489,49.793
485,07/19/22 02:32:00 AM,24.513,49.796
486,07/19/22 02:32:30 AM,24.489,49.793
487,07/19/22 02:33:00 AM,24.489,49.729
488,07/19/22 02:33:30 AM,24.489,49.793
489,07/19/22 02:34:00 AM,24.489,49.793
490,07/19/22 02:34:30 AM,24.489,49.729
491,07/19/22 02:35:00 AM,24.489,49.761
492,07/19/22 02:35:30 AM,24.489,49.793
493,07/19/22 02:36:00 AM,24.489,49.793
494,07/19/22 02:36:30 AM,24.489,49.793
495,07/19/22 02:37:00 AM,24.489,49.920
496,07/19/22 02:37:30 AM,24.489,49.920
497,07/19/22 02:38:00 AM,24.489,49.761
498,07/19/22 02:38:30 AM,24.489,49.888
499,07/19/22 02:39:00 AM,24.489,49.856
500,07/19/22 02:39:30 AM,24.465,49.821
501,07/19/22 02:40:00 AM,24.465,49.758
502,07/19/22 02:40:30 AM,24.465,49.853
503,07/19/22 02:41:00 AM,24.465,49.790
504,07/19/22 02:41:30 AM,24.465,49.821
505,07/19/22 02:42:00 AM,24.465,49.790
506,07/19/22 02:42:30 AM,24.465,49.790
507,07/19/22 02:43:00 AM,24.465,49.853
508,07/19/22 02:43:30 AM,24.465,49.790
509,07/19/22 02:44:00 AM,24.465,49.790
510,07/19/22 02:44:30 AM,24.465,49.790
511,07/19/22 02:45:00 AM,24.441,49.755
512,07/19/22 02:45:30 AM,24.441,49.691
513,07/19/22 02:46:00 AM,24.441,49.786
514,07/19/22 02:46:30 AM,24.441,49.723
515,07/19/22 02:47:00 AM,24.441,49.723
516,07/19/22 02:47:30 AM,24.441,49.786
517,07/19/22 02:48:00 AM,24.441,49.818
518,07/19/22 02:48:30 AM,24.441,49.818
519,07/19/22 02:49:00 AM,24.441,49.786
520,07/19/22 02:49:30 AM,24.441,49.850
521,07/19/22 02:50:00 AM,24.441,49.914
522,07/19/22 02:50:30 AM,24.441,49.850
523,07/19/22 02:51:00 AM,24.441,49.818
524,07/19/22 02:51:30 AM,24.441,49.786
525,07/19/22 02:52:00 AM,24.417,49.847
526,07/19/22 02:52:30 AM,24.417,49.911
527,07/19/22 02:53:00 AM,24.417,49.720
528,07/19/22 02:53:30 AM,24.417,49.942
529,07/19/22 02:54:00 AM,24.417,49.847
530,07/19/22 02:54:30 AM,24.417,49.847
531,07/19/22 02:55:00 AM,24.417,49.815
532,07/19/22 02:55:30 AM,24.417,49.879
533,07/19/22 02:56:00 AM,24.417,49.911
534,07/19/22 02:56:30 AM,24.417,49.783
535,07/19/22 02:57:00 AM,24.417,49.974
536,07/19/22 02:57:30 AM,24.417,50.006
537,07/19/22 02:58:00 AM,24.417,49.974
538,07/19/22 02:58:30 AM,24.417,50.038
539,07/19/22 02:59:00 AM,24.417,49.942
540,07/19/22 02:59:30 AM,24.417,49.942
541,07/19/22 03:00:00 AM,24.392,49.971
542,07/19/22 03:00:30 AM,24.417,49.974
543,07/19/22 03:01:00 AM,24.417,49.847
544,07/19/22 03:01:30 AM,24.417,49.847
545,07/19/22 03:02:00 AM,24.392,49.812
546,07/19/22 03:02:30 AM,24.392,49.844
547,07/19/22 03:03:00 AM,24.392,49.844
548,07/19/22 03:03:30 AM,24.392,49.844
549,07/19/22 03:04:00 AM,24.417,49.879
550,07/19/22 03:04:30 AM,24.392,49.844
551,07/19/22 03:05:00 AM,24.392,49.876
