"Plot Title: TRH_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981294, SEN S/N: 10981294, LBL: Temp_4)","RH, % (LGR S/N: 10981294, SEN S/N: 10981294, LBL: RH_4)","Button Down (LGR S/N: 10981294)","Stopped (LGR S/N: 10981294)","End Of File (LGR S/N: 10981294)"
143,07/10/22 10:56:00 PM,25.652,54.257,,,
144,07/10/22 10:56:30 PM,25.652,54.194,,,
145,07/10/22 10:57:00 PM,25.652,54.194,,,
146,07/10/22 10:57:30 PM,25.652,54.226,,,
147,07/10/22 10:58:00 PM,25.652,54.226,,,
148,07/10/22 10:58:30 PM,25.652,54.194,,,
149,07/10/22 10:59:00 PM,25.652,54.194,,,
150,07/10/22 10:59:30 PM,25.652,54.194,,,
151,07/10/22 11:00:00 PM,25.652,54.163,,,
152,07/10/22 11:00:30 PM,25.652,54.163,,,
153,07/10/22 11:01:00 PM,25.652,54.163,,,
154,07/10/22 11:01:30 PM,25.652,54.131,,,
155,07/10/22 11:02:00 PM,25.652,54.163,,,
156,07/10/22 11:02:30 PM,25.628,54.159,,,
157,07/10/22 11:03:00 PM,25.652,54.163,,,
158,07/10/22 11:03:30 PM,25.652,54.131,,,
159,07/10/22 11:04:00 PM,25.652,54.131,,,
160,07/10/22 11:04:30 PM,25.652,54.163,,,
161,07/10/22 11:05:00 PM,25.652,54.100,,,
162,07/10/22 11:05:30 PM,25.628,54.128,,,
163,07/10/22 11:06:00 PM,25.628,54.128,,,
164,07/10/22 11:06:30 PM,25.628,54.128,,,
165,07/10/22 11:07:00 PM,25.652,54.163,,,
166,07/10/22 11:07:30 PM,25.628,54.159,,,
167,07/10/22 11:08:00 PM,25.652,54.163,,,
168,07/10/22 11:08:30 PM,25.628,54.128,,,
169,07/10/22 11:09:00 PM,25.628,54.159,,,
170,07/10/22 11:09:30 PM,25.628,54.159,,,
171,07/10/22 11:10:00 PM,25.628,54.159,,,
172,07/10/22 11:10:30 PM,25.628,54.128,,,
173,07/10/22 11:11:00 PM,25.628,54.128,,,
174,07/10/22 11:11:30 PM,25.628,54.128,,,
175,07/10/22 11:12:00 PM,25.628,54.128,,,
176,07/10/22 11:12:30 PM,25.628,54.128,,,
177,07/10/22 11:13:00 PM,25.628,54.128,,,
178,07/10/22 11:13:30 PM,25.628,54.128,,,
179,07/10/22 11:14:00 PM,25.628,54.128,,,
180,07/10/22 11:14:30 PM,25.628,54.128,,,
181,07/10/22 11:15:00 PM,25.628,54.128,,,
182,07/10/22 11:15:30 PM,25.652,54.100,,,
183,07/10/22 11:16:00 PM,25.652,54.068,,,
184,07/10/22 11:16:30 PM,25.652,54.068,,,
185,07/10/22 11:17:00 PM,25.652,54.037,,,
186,07/10/22 11:17:30 PM,25.652,54.005,,,
187,07/10/22 11:18:00 PM,25.628,54.002,,,
188,07/10/22 11:18:30 PM,25.652,54.037,,,
189,07/10/22 11:19:00 PM,25.652,54.131,,,
190,07/10/22 11:19:30 PM,25.628,54.096,,,
191,07/10/22 11:20:00 PM,25.628,54.128,,,
192,07/10/22 11:20:30 PM,25.652,54.163,,,
193,07/10/22 11:21:00 PM,25.652,54.100,,,
194,07/10/22 11:21:30 PM,25.652,54.100,,,
195,07/10/22 11:22:00 PM,25.628,54.065,,,
196,07/10/22 11:22:30 PM,25.652,54.068,,,
197,07/10/22 11:23:00 PM,25.628,54.002,,,
198,07/10/22 11:23:30 PM,25.628,54.002,,,
199,07/10/22 11:24:00 PM,25.628,53.970,,,
200,07/10/22 11:24:30 PM,25.628,53.970,,,
201,07/10/22 11:25:00 PM,25.628,53.939,,,
202,07/10/22 11:25:30 PM,25.628,53.939,,,
203,07/10/22 11:26:00 PM,25.603,53.935,,,
204,07/10/22 11:26:30 PM,25.603,53.935,,,
205,07/10/22 11:27:00 PM,25.603,53.904,,,
206,07/10/22 11:27:30 PM,25.603,53.872,,,
207,07/10/22 11:28:00 PM,25.579,53.869,,,
208,07/10/22 11:28:30 PM,25.603,53.872,,,
209,07/10/22 11:29:00 PM,25.603,53.904,,,
210,07/10/22 11:29:30 PM,25.603,53.935,,,
211,07/10/22 11:30:00 PM,25.579,53.900,,,
212,07/10/22 11:30:30 PM,25.579,53.932,,,
213,07/10/22 11:31:00 PM,25.579,53.869,,,
214,07/10/22 11:31:30 PM,25.579,53.837,,,
215,07/10/22 11:32:00 PM,25.579,53.806,,,
216,07/10/22 11:32:30 PM,25.579,53.869,,,
217,07/10/22 11:33:00 PM,25.555,53.739,,,
218,07/10/22 11:33:30 PM,25.555,53.834,,,
219,07/10/22 11:34:00 PM,25.555,53.928,,,
220,07/10/22 11:34:30 PM,25.555,53.991,,,
221,07/10/22 11:35:00 PM,25.555,54.149,,,
222,07/10/22 11:35:30 PM,25.555,54.338,,,
223,07/10/22 11:36:00 PM,25.555,54.306,,,
224,07/10/22 11:36:30 PM,25.555,54.306,,,
225,07/10/22 11:37:00 PM,25.555,54.306,,,
226,07/10/22 11:37:30 PM,25.555,54.495,,,
227,07/10/22 11:38:00 PM,25.531,54.366,,,
228,07/10/22 11:38:30 PM,25.531,54.429,,,
229,07/10/22 11:39:00 PM,25.531,54.554,,,
230,07/10/22 11:39:30 PM,25.531,54.492,,,
231,07/10/22 11:40:00 PM,25.531,54.523,,,
232,07/10/22 11:40:30 PM,25.531,54.303,,,
233,07/10/22 11:41:00 PM,25.531,54.240,,,
234,07/10/22 11:41:30 PM,25.531,54.271,,,
235,07/10/22 11:42:00 PM,25.531,54.145,,,
236,07/10/22 11:42:30 PM,25.531,54.397,,,
237,07/10/22 11:43:00 PM,25.531,54.114,,,
238,07/10/22 11:43:30 PM,25.506,54.047,,,
239,07/10/22 11:44:00 PM,25.506,54.079,,,
240,07/10/22 11:44:30 PM,25.506,54.016,,,
241,07/10/22 11:45:00 PM,25.506,54.299,,,
242,07/10/22 11:45:30 PM,25.506,54.299,,,
243,07/10/22 11:46:00 PM,25.482,53.918,,,
244,07/10/22 11:46:30 PM,25.506,54.519,,,
245,07/10/22 11:47:00 PM,25.506,54.519,,,
246,07/10/22 11:47:30 PM,25.482,54.610,,,
247,07/10/22 11:48:00 PM,25.482,54.547,,,
248,07/10/22 11:48:30 PM,25.482,54.610,,,
249,07/10/22 11:49:00 PM,25.482,54.485,,,
250,07/10/22 11:49:30 PM,25.482,54.422,,,
251,07/10/22 11:50:00 PM,25.482,54.453,,,
252,07/10/22 11:50:30 PM,25.482,54.610,,,
253,07/10/22 11:51:00 PM,25.458,54.135,,,
254,07/10/22 11:51:30 PM,25.458,54.544,,,
255,07/10/22 11:52:00 PM,25.458,54.701,,,
256,07/10/22 11:52:30 PM,25.458,54.701,,,
257,07/10/22 11:53:00 PM,25.458,54.481,,,
258,07/10/22 11:53:30 PM,25.458,54.229,,,
259,07/10/22 11:54:00 PM,25.433,54.163,,,
260,07/10/22 11:54:30 PM,25.433,54.037,,,
261,07/10/22 11:55:00 PM,25.433,54.226,,,
262,07/10/22 11:55:30 PM,25.433,54.383,,,
263,07/10/22 11:56:00 PM,25.458,54.544,,,
264,07/10/22 11:56:30 PM,25.433,54.603,,,
265,07/10/22 11:57:00 PM,25.433,54.792,,,
266,07/10/22 11:57:30 PM,25.433,54.698,,,
267,07/10/22 11:58:00 PM,25.433,54.603,,,
268,07/10/22 11:58:30 PM,25.433,54.572,,,
269,07/10/22 11:59:00 PM,25.433,54.541,,,
270,07/10/22 11:59:30 PM,25.409,54.631,,,
271,07/11/22 12:00:00 AM,25.409,54.694,,,
272,07/11/22 12:00:30 AM,25.409,54.631,,,
273,07/11/22 12:01:00 AM,25.409,54.537,,,
274,07/11/22 12:01:30 AM,25.409,54.631,,,
275,07/11/22 12:02:00 AM,25.409,54.726,,,
276,07/11/22 12:02:30 AM,25.409,54.474,,,
277,07/11/22 12:03:00 AM,25.409,54.600,,,
278,07/11/22 12:03:30 AM,25.409,54.600,,,
279,07/11/22 12:04:00 AM,25.409,54.663,,,
280,07/11/22 12:04:30 AM,25.385,54.534,,,
281,07/11/22 12:05:00 AM,25.409,54.537,,,
282,07/11/22 12:05:30 AM,25.409,54.631,,,
283,07/11/22 12:06:00 AM,25.385,54.471,,,
284,07/11/22 12:06:30 AM,25.385,54.471,,,
285,07/11/22 12:07:00 AM,25.385,54.691,,,
286,07/11/22 12:07:30 AM,25.385,54.659,,,
287,07/11/22 12:08:00 AM,25.385,54.628,,,
288,07/11/22 12:08:30 AM,25.385,54.502,,,
289,07/11/22 12:09:00 AM,25.385,54.534,,,
290,07/11/22 12:09:30 AM,25.361,54.530,,,
291,07/11/22 12:10:00 AM,25.385,54.565,,,
292,07/11/22 12:10:30 AM,25.385,54.502,,,
293,07/11/22 12:11:00 AM,25.385,54.471,,,
294,07/11/22 12:11:30 AM,25.361,54.467,,,
295,07/11/22 12:12:00 AM,25.385,54.471,,,
296,07/11/22 12:12:30 AM,25.385,54.534,,,
297,07/11/22 12:13:00 AM,25.361,54.467,,,
298,07/11/22 12:13:30 AM,25.361,54.467,,,
299,07/11/22 12:14:00 AM,25.361,54.404,,,
300,07/11/22 12:14:30 AM,25.361,54.404,,,
301,07/11/22 12:15:00 AM,25.361,54.499,,,
302,07/11/22 12:15:30 AM,25.336,54.055,,,
303,07/11/22 12:16:00 AM,25.361,53.964,,,
304,07/11/22 12:16:30 AM,25.336,53.929,,,
305,07/11/22 12:17:00 AM,25.336,53.960,,,
306,07/11/22 12:17:30 AM,25.336,53.929,,,
307,07/11/22 12:18:00 AM,25.336,53.803,,,
308,07/11/22 12:18:30 AM,25.312,53.642,,,
309,07/11/22 12:19:00 AM,25.312,53.768,,,
310,07/11/22 12:19:30 AM,25.312,53.831,,,
311,07/11/22 12:20:00 AM,25.312,53.957,,,
312,07/11/22 12:20:30 AM,25.312,53.894,,,
313,07/11/22 12:21:00 AM,25.288,54.048,,,
314,07/11/22 12:21:30 AM,25.312,54.051,,,
315,07/11/22 12:22:00 AM,25.312,54.146,,,
316,07/11/22 12:22:30 AM,25.288,54.048,,,
317,07/11/22 12:23:00 AM,25.288,54.079,,,
318,07/11/22 12:23:30 AM,25.288,54.142,,,
319,07/11/22 12:24:00 AM,25.288,54.457,,,
320,07/11/22 12:24:30 AM,25.288,54.425,,,
321,07/11/22 12:25:00 AM,25.288,54.551,,,
322,07/11/22 12:25:30 AM,25.288,54.520,,,
323,07/11/22 12:26:00 AM,25.288,54.520,,,
324,07/11/22 12:26:30 AM,25.288,54.551,,,
325,07/11/22 12:27:00 AM,25.288,54.520,,,
326,07/11/22 12:27:30 AM,25.288,54.488,,,
327,07/11/22 12:28:00 AM,25.264,54.485,,,
328,07/11/22 12:28:30 AM,25.264,54.548,,,
329,07/11/22 12:29:00 AM,25.264,54.516,,,
330,07/11/22 12:29:30 AM,25.264,54.296,,,
331,07/11/22 12:30:00 AM,25.264,54.233,,,
332,07/11/22 12:30:30 AM,25.264,54.265,,,
333,07/11/22 12:31:00 AM,25.264,54.391,,,
334,07/11/22 12:31:30 AM,25.264,54.422,,,
335,07/11/22 12:32:00 AM,25.264,54.359,,,
336,07/11/22 12:32:30 AM,25.239,54.419,,,
337,07/11/22 12:33:00 AM,25.264,54.485,,,
338,07/11/22 12:33:30 AM,25.264,54.359,,,
339,07/11/22 12:34:00 AM,25.239,54.450,,,
340,07/11/22 12:34:30 AM,25.264,54.453,,,
341,07/11/22 12:35:00 AM,25.239,54.481,,,
342,07/11/22 12:35:30 AM,25.239,54.356,,,
343,07/11/22 12:36:00 AM,25.239,54.324,,,
344,07/11/22 12:36:30 AM,25.239,54.324,,,
345,07/11/22 12:37:00 AM,25.239,54.136,,,
346,07/11/22 12:37:30 AM,25.215,53.880,,,
347,07/11/22 12:38:00 AM,25.215,54.038,,,
348,07/11/22 12:38:30 AM,25.239,54.167,,,
349,07/11/22 12:39:00 AM,25.215,54.384,,,
350,07/11/22 12:39:30 AM,25.215,54.446,,,
351,07/11/22 12:40:00 AM,25.215,54.384,,,
352,07/11/22 12:40:30 AM,25.215,54.226,,,
353,07/11/22 12:41:00 AM,25.215,54.509,,,
354,07/11/22 12:41:30 AM,25.215,54.604,,,
355,07/11/22 12:42:00 AM,25.215,54.604,,,
356,07/11/22 12:42:30 AM,25.191,54.632,,,
357,07/11/22 12:43:00 AM,25.215,54.478,,,
358,07/11/22 12:43:30 AM,25.215,54.509,,,
359,07/11/22 12:44:00 AM,25.191,54.443,,,
360,07/11/22 12:44:30 AM,25.215,54.352,,,
361,07/11/22 12:45:00 AM,25.191,54.349,,,
362,07/11/22 12:45:30 AM,25.191,54.380,,,
363,07/11/22 12:46:00 AM,25.191,54.380,,,
364,07/11/22 12:46:30 AM,25.191,54.317,,,
365,07/11/22 12:47:00 AM,25.167,54.031,,,
366,07/11/22 12:47:30 AM,25.167,53.936,,,
367,07/11/22 12:48:00 AM,25.167,53.842,,,
368,07/11/22 12:48:30 AM,25.167,53.779,,,
369,07/11/22 12:49:00 AM,25.167,53.779,,,
370,07/11/22 12:49:30 AM,25.167,53.810,,,
371,07/11/22 12:50:00 AM,25.167,53.905,,,
372,07/11/22 12:50:30 AM,25.142,53.839,,,
373,07/11/22 12:51:00 AM,25.167,54.062,,,
374,07/11/22 12:51:30 AM,25.142,54.248,,,
375,07/11/22 12:52:00 AM,25.142,54.468,,,
376,07/11/22 12:52:30 AM,25.142,54.248,,,
377,07/11/22 12:53:00 AM,25.142,54.153,,,
378,07/11/22 12:53:30 AM,25.142,54.373,,,
379,07/11/22 12:54:00 AM,25.142,54.185,,,
380,07/11/22 12:54:30 AM,25.142,54.216,,,
381,07/11/22 12:55:00 AM,25.142,54.373,,,
382,07/11/22 12:55:30 AM,25.118,54.276,,,
383,07/11/22 12:56:00 AM,25.118,54.401,,,
384,07/11/22 12:56:30 AM,25.118,54.401,,,
385,07/11/22 12:57:00 AM,25.118,54.464,,,
386,07/11/22 12:57:30 AM,25.118,54.495,,,
387,07/11/22 12:58:00 AM,25.118,54.464,,,
388,07/11/22 12:58:30 AM,25.118,54.684,,,
389,07/11/22 12:59:00 AM,25.118,54.401,,,
390,07/11/22 12:59:30 AM,25.118,54.558,,,
391,07/11/22 01:00:00 AM,25.118,54.433,,,
392,07/11/22 01:00:30 AM,25.118,54.307,,,
393,07/11/22 01:01:00 AM,25.118,54.464,,,
394,07/11/22 01:01:30 AM,25.118,54.401,,,
395,07/11/22 01:02:00 AM,25.118,54.370,,,
396,07/11/22 01:02:30 AM,25.094,54.523,,,
397,07/11/22 01:03:00 AM,25.094,54.492,,,
398,07/11/22 01:03:30 AM,25.094,54.492,,,
399,07/11/22 01:04:00 AM,25.094,54.366,,,
400,07/11/22 01:04:30 AM,25.094,54.366,,,
401,07/11/22 01:05:00 AM,25.094,54.586,,,
402,07/11/22 01:05:30 AM,25.094,54.492,,,
403,07/11/22 01:06:00 AM,25.094,54.461,,,
404,07/11/22 01:06:30 AM,25.094,54.429,,,
405,07/11/22 01:07:00 AM,25.094,54.461,,,
406,07/11/22 01:07:30 AM,25.094,54.429,,,
407,07/11/22 01:08:00 AM,25.094,54.398,,,
408,07/11/22 01:08:30 AM,25.094,54.555,,,
409,07/11/22 01:09:00 AM,25.070,54.677,,,
410,07/11/22 01:09:30 AM,25.070,54.520,,,
411,07/11/22 01:10:00 AM,25.094,54.461,,,
412,07/11/22 01:10:30 AM,25.070,54.614,,,
413,07/11/22 01:11:00 AM,25.070,54.551,,,
414,07/11/22 01:11:30 AM,25.094,54.618,,,
415,07/11/22 01:12:00 AM,25.070,54.677,,,
416,07/11/22 01:12:30 AM,25.070,54.614,,,
417,07/11/22 01:13:00 AM,25.070,54.520,,,
418,07/11/22 01:13:30 AM,25.070,54.394,,,
419,07/11/22 01:14:00 AM,25.070,54.237,,,
420,07/11/22 01:14:30 AM,25.070,54.457,,,
421,07/11/22 01:15:00 AM,25.070,54.457,,,
422,07/11/22 01:15:30 AM,25.045,54.234,,,
423,07/11/22 01:16:00 AM,25.045,54.548,,,
424,07/11/22 01:16:30 AM,25.070,54.583,,,
425,07/11/22 01:17:00 AM,25.070,54.457,,,
426,07/11/22 01:17:30 AM,25.070,54.646,,,
427,07/11/22 01:18:00 AM,25.045,54.673,,,
428,07/11/22 01:18:30 AM,25.070,54.551,,,
429,07/11/22 01:19:00 AM,25.045,54.611,,,
430,07/11/22 01:19:30 AM,25.045,54.611,,,
431,07/11/22 01:20:00 AM,25.045,54.642,,,
432,07/11/22 01:20:30 AM,25.045,54.611,,,
433,07/11/22 01:21:00 AM,25.045,54.611,,,
434,07/11/22 01:21:30 AM,25.045,54.642,,,
435,07/11/22 01:22:00 AM,25.045,54.642,,,
436,07/11/22 01:22:30 AM,25.045,54.673,,,
437,07/11/22 01:23:00 AM,25.045,54.611,,,
438,07/11/22 01:23:30 AM,25.045,54.548,,,
439,07/11/22 01:24:00 AM,25.045,54.611,,,
440,07/11/22 01:24:30 AM,25.021,54.544,,,
441,07/11/22 01:25:00 AM,25.021,54.482,,,
442,07/11/22 01:25:30 AM,25.021,54.450,,,
443,07/11/22 01:26:00 AM,25.021,54.450,,,
444,07/11/22 01:26:30 AM,25.021,54.544,,,
445,07/11/22 01:27:00 AM,25.021,54.544,,,
446,07/11/22 01:27:30 AM,25.021,54.639,,,
447,07/11/22 01:28:00 AM,25.021,54.670,,,
448,07/11/22 01:28:30 AM,25.021,54.701,,,
449,07/11/22 01:29:00 AM,25.021,54.670,,,
450,07/11/22 01:29:30 AM,25.021,54.670,,,
451,07/11/22 01:30:00 AM,25.021,55.046,,,
452,07/11/22 01:30:30 AM,25.021,54.952,,,
453,07/11/22 01:31:00 AM,25.021,54.921,,,
454,07/11/22 01:31:30 AM,25.021,55.046,,,
455,07/11/22 01:32:00 AM,25.021,55.140,,,
456,07/11/22 01:32:30 AM,25.021,55.172,,,
457,07/11/22 01:33:00 AM,25.021,55.140,,,
458,07/11/22 01:33:30 AM,25.021,55.172,,,
459,07/11/22 01:34:00 AM,25.021,55.297,,,
460,07/11/22 01:34:30 AM,25.021,55.015,,,
461,07/11/22 01:35:00 AM,25.021,55.046,,,
462,07/11/22 01:35:30 AM,25.021,55.078,,,
463,07/11/22 01:36:00 AM,25.021,55.015,,,
464,07/11/22 01:36:30 AM,25.021,55.015,,,
465,07/11/22 01:37:00 AM,25.021,55.015,,,
466,07/11/22 01:37:30 AM,25.021,54.984,,,
467,07/11/22 01:38:00 AM,25.021,54.984,,,
468,07/11/22 01:38:30 AM,25.021,54.984,,,
469,07/11/22 01:39:00 AM,25.021,54.984,,,
470,07/11/22 01:39:30 AM,25.021,54.984,,,
471,07/11/22 01:40:00 AM,25.021,54.984,,,
472,07/11/22 01:40:30 AM,25.021,54.952,,,
473,07/11/22 01:41:00 AM,25.021,54.984,,,
474,07/11/22 01:41:30 AM,24.997,55.012,,,
475,07/11/22 01:42:00 AM,24.997,55.043,,,
476,07/11/22 01:42:30 AM,24.997,55.043,,,
477,07/11/22 01:43:00 AM,24.997,55.043,,,
478,07/11/22 01:43:30 AM,24.997,55.043,,,
479,07/11/22 01:44:00 AM,24.997,55.043,,,
480,07/11/22 01:44:30 AM,24.997,55.012,,,
481,07/11/22 01:45:00 AM,24.997,55.043,,,
482,07/11/22 01:45:30 AM,24.997,55.012,,,
483,07/11/22 01:46:00 AM,24.997,55.043,,,
484,07/11/22 01:46:30 AM,24.997,55.074,,,
485,07/11/22 01:47:00 AM,24.997,55.043,,,
486,07/11/22 01:47:30 AM,24.997,55.043,,,
487,07/11/22 01:48:00 AM,24.973,55.039,,,
488,07/11/22 01:48:30 AM,24.973,55.039,,,
