"Plot Title: TRH_4"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981294, SEN S/N: 10981294, LBL: Temp_4)","RH, % (LGR S/N: 10981294, SEN S/N: 10981294, LBL: RH_4)","Host Connected (LGR S/N: 10981294)","Stopped (LGR S/N: 10981294)","End Of File (LGR S/N: 10981294)"
172,08/30/22 10:05:30 PM,19.083,65.602,,,
173,08/30/22 10:06:00 PM,19.012,65.500,,,
174,08/30/22 10:06:30 PM,19.059,66.013,,,
175,08/30/22 10:07:00 PM,18.988,65.378,,,
176,08/30/22 10:07:30 PM,19.035,65.208,,,
177,08/30/22 10:08:00 PM,19.107,65.071,,,
178,08/30/22 10:08:30 PM,19.154,64.842,,,
179,08/30/22 10:09:00 PM,19.202,64.552,,,
180,08/30/22 10:09:30 PM,19.250,64.173,,,
181,08/30/22 10:10:00 PM,19.250,64.143,,,
182,08/30/22 10:10:30 PM,19.250,63.994,,,
183,08/30/22 10:11:00 PM,19.202,64.403,,,
184,08/30/22 10:11:30 PM,19.178,64.548,,,
185,08/30/22 10:12:00 PM,19.107,64.566,,,
186,08/30/22 10:12:30 PM,19.154,64.991,,,
187,08/30/22 10:13:00 PM,19.131,64.421,,,
188,08/30/22 10:13:30 PM,19.059,65.063,,,
189,08/30/22 10:14:00 PM,18.988,65.348,,,
190,08/30/22 10:14:30 PM,18.917,65.573,,,
191,08/30/22 10:15:00 PM,18.964,66.174,,,
192,08/30/22 10:15:30 PM,19.012,65.263,,,
193,08/30/22 10:16:00 PM,19.083,64.889,,,
194,08/30/22 10:16:30 PM,19.131,64.510,,,
195,08/30/22 10:17:00 PM,19.154,64.484,,,
196,08/30/22 10:17:30 PM,19.202,64.284,,,
197,08/30/22 10:18:00 PM,19.226,64.348,,,
198,08/30/22 10:18:30 PM,19.226,64.198,,,
199,08/30/22 10:19:00 PM,19.226,64.288,,,
200,08/30/22 10:19:30 PM,19.226,64.258,,,
201,08/30/22 10:20:00 PM,19.226,64.526,,,
202,08/30/22 10:20:30 PM,19.250,64.411,,,
203,08/30/22 10:21:00 PM,19.297,64.777,,,
204,08/30/22 10:21:30 PM,19.321,63.827,,,
205,08/30/22 10:22:00 PM,19.345,63.801,,,
206,08/30/22 10:22:30 PM,19.392,63.629,,,
207,08/30/22 10:23:00 PM,19.392,63.689,,,
208,08/30/22 10:23:30 PM,19.416,63.484,,,
209,08/30/22 10:24:00 PM,19.416,63.334,,,
210,08/30/22 10:24:30 PM,19.416,63.514,,,
211,08/30/22 10:25:00 PM,19.440,63.877,,,
212,08/30/22 10:25:30 PM,19.440,63.727,,,
213,08/30/22 10:26:00 PM,19.440,63.128,,,
214,08/30/22 10:26:30 PM,19.368,63.416,,,
215,08/30/22 10:27:00 PM,19.345,64.129,,,
216,08/30/22 10:27:30 PM,19.345,64.159,,,
217,08/30/22 10:28:00 PM,19.321,64.424,,,
218,08/30/22 10:28:30 PM,19.368,64.342,,,
219,08/30/22 10:29:00 PM,19.392,64.137,,,
220,08/30/22 10:29:30 PM,19.416,63.364,,,
221,08/30/22 10:30:00 PM,19.416,63.364,,,
222,08/30/22 10:30:30 PM,19.440,63.428,,,
223,08/30/22 10:31:00 PM,19.440,63.368,,,
224,08/30/22 10:31:30 PM,19.440,63.368,,,
225,08/30/22 10:32:00 PM,19.440,63.428,,,
226,08/30/22 10:32:30 PM,19.440,63.518,,,
227,08/30/22 10:33:00 PM,19.464,63.342,,,
228,08/30/22 10:33:30 PM,19.487,63.705,,,
229,08/30/22 10:34:00 PM,19.511,63.470,,,
230,08/30/22 10:34:30 PM,19.511,63.320,,,
231,08/30/22 10:35:00 PM,19.535,63.683,,,
232,08/30/22 10:35:30 PM,19.559,64.076,,,
233,08/30/22 10:36:00 PM,19.535,63.743,,,
234,08/30/22 10:36:30 PM,19.559,64.016,,,
235,08/30/22 10:37:00 PM,19.559,63.268,,,
236,08/30/22 10:37:30 PM,19.559,62.848,,,
237,08/30/22 10:38:00 PM,19.535,63.084,,,
238,08/30/22 10:38:30 PM,19.511,63.200,,,
239,08/30/22 10:39:00 PM,19.511,63.170,,,
240,08/30/22 10:39:30 PM,19.511,63.919,,,
241,08/30/22 10:40:00 PM,19.511,63.440,,,
242,08/30/22 10:40:30 PM,19.511,63.470,,,
243,08/30/22 10:41:00 PM,19.511,63.769,,,
244,08/30/22 10:41:30 PM,19.487,63.256,,,
245,08/30/22 10:42:00 PM,19.464,63.342,,,
246,08/30/22 10:42:30 PM,19.464,63.282,,,
247,08/30/22 10:43:00 PM,19.464,63.282,,,
248,08/30/22 10:43:30 PM,19.416,63.394,,,
249,08/30/22 10:44:00 PM,19.416,63.603,,,
250,08/30/22 10:44:30 PM,19.392,63.659,,,
251,08/30/22 10:45:00 PM,19.392,63.659,,,
252,08/30/22 10:45:30 PM,19.392,63.659,,,
253,08/30/22 10:46:00 PM,19.368,63.655,,,
254,08/30/22 10:46:30 PM,19.368,63.655,,,
255,08/30/22 10:47:00 PM,19.345,63.920,,,
256,08/30/22 10:47:30 PM,19.345,63.831,,,
257,08/30/22 10:48:00 PM,19.368,63.835,,,
258,08/30/22 10:48:30 PM,19.368,63.805,,,
259,08/30/22 10:49:00 PM,19.368,63.565,,,
260,08/30/22 10:49:30 PM,19.368,63.655,,,
261,08/30/22 10:50:00 PM,19.368,63.805,,,
262,08/30/22 10:50:30 PM,19.368,63.625,,,
263,08/30/22 10:51:00 PM,19.345,63.591,,,
264,08/30/22 10:51:30 PM,19.345,63.801,,,
265,08/30/22 10:52:00 PM,19.345,63.651,,,
266,08/30/22 10:52:30 PM,19.321,63.916,,,
267,08/30/22 10:53:00 PM,19.321,64.274,,,
268,08/30/22 10:53:30 PM,19.321,63.797,,,
269,08/30/22 10:54:00 PM,19.321,63.916,,,
270,08/30/22 10:54:30 PM,19.321,64.036,,,
271,08/30/22 10:55:00 PM,19.321,63.976,,,
272,08/30/22 10:55:30 PM,19.297,63.942,,,
273,08/30/22 10:56:00 PM,19.321,63.916,,,
274,08/30/22 10:56:30 PM,19.297,64.002,,,
275,08/30/22 10:57:00 PM,19.297,64.032,,,
276,08/30/22 10:57:30 PM,19.273,63.938,,,
277,08/30/22 10:58:00 PM,19.273,63.998,,,
278,08/30/22 10:58:30 PM,19.250,63.994,,,
279,08/30/22 10:59:00 PM,19.226,64.198,,,
280,08/30/22 10:59:30 PM,19.226,64.318,,,
281,08/30/22 11:00:00 PM,19.226,64.377,,,
282,08/30/22 11:00:30 PM,19.178,64.489,,,
283,08/30/22 11:01:00 PM,19.178,64.637,,,
284,08/30/22 11:01:30 PM,19.178,64.250,,,
285,08/30/22 11:02:00 PM,19.178,64.280,,,
286,08/30/22 11:02:30 PM,19.178,64.220,,,
287,08/30/22 11:03:00 PM,19.154,64.306,,,
288,08/30/22 11:03:30 PM,19.178,64.339,,,
289,08/30/22 11:04:00 PM,19.154,64.365,,,
290,08/30/22 11:04:30 PM,19.154,64.782,,,
291,08/30/22 11:05:00 PM,19.178,64.518,,,
292,08/30/22 11:05:30 PM,19.202,64.433,,,
293,08/30/22 11:06:00 PM,19.226,64.765,,,
294,08/30/22 11:06:30 PM,19.250,64.471,,,
295,08/30/22 11:07:00 PM,19.250,64.143,,,
296,08/30/22 11:07:30 PM,19.273,64.386,,,
297,08/30/22 11:08:00 PM,19.297,64.777,,,
298,08/30/22 11:08:30 PM,19.250,63.755,,,
299,08/30/22 11:09:00 PM,19.273,64.445,,,
300,08/30/22 11:09:30 PM,19.250,64.173,,,
301,08/30/22 11:10:00 PM,19.250,63.874,,,
302,08/30/22 11:10:30 PM,19.226,63.960,,,
303,08/30/22 11:11:00 PM,19.226,63.960,,,
304,08/30/22 11:11:30 PM,19.202,64.015,,,
305,08/30/22 11:12:00 PM,19.178,64.399,,,
306,08/30/22 11:12:30 PM,19.154,64.425,,,
307,08/30/22 11:13:00 PM,19.178,64.339,,,
308,08/30/22 11:13:30 PM,19.178,64.548,,,
309,08/30/22 11:14:00 PM,19.202,64.552,,,
310,08/30/22 11:14:30 PM,19.202,64.820,,,
311,08/30/22 11:15:00 PM,19.202,64.403,,,
312,08/30/22 11:15:30 PM,19.226,64.407,,,
313,08/30/22 11:16:00 PM,19.226,64.705,,,
314,08/30/22 11:16:30 PM,19.202,64.135,,,
315,08/30/22 11:17:00 PM,19.202,64.015,,,
316,08/30/22 11:17:30 PM,19.178,64.041,,,
317,08/30/22 11:18:00 PM,19.178,64.250,,,
318,08/30/22 11:18:30 PM,19.131,64.510,,,
319,08/30/22 11:19:00 PM,19.107,64.536,,,
320,08/30/22 11:19:30 PM,19.131,64.689,,,
321,08/30/22 11:20:00 PM,19.107,64.327,,,
322,08/30/22 11:20:30 PM,19.107,64.446,,,
323,08/30/22 11:21:00 PM,19.083,64.442,,,
324,08/30/22 11:21:30 PM,19.083,64.532,,,
325,08/30/22 11:22:00 PM,19.083,64.562,,,
326,08/30/22 11:22:30 PM,19.083,64.472,,,
327,08/30/22 11:23:00 PM,19.083,64.591,,,
328,08/30/22 11:23:30 PM,19.059,64.677,,,
329,08/30/22 11:24:00 PM,19.059,64.557,,,
330,08/30/22 11:24:30 PM,19.035,64.583,,,
331,08/30/22 11:25:00 PM,19.012,64.668,,,
332,08/30/22 11:25:30 PM,19.035,65.297,,,
333,08/30/22 11:26:00 PM,19.035,65.208,,,
334,08/30/22 11:26:30 PM,19.083,64.948,,,
335,08/30/22 11:27:00 PM,19.083,64.770,,,
336,08/30/22 11:27:30 PM,19.107,64.744,,,
337,08/30/22 11:28:00 PM,19.107,65.042,,,
338,08/30/22 11:28:30 PM,19.107,64.982,,,
339,08/30/22 11:29:00 PM,19.131,64.957,,,
340,08/30/22 11:29:30 PM,19.107,64.238,,,
341,08/30/22 11:30:00 PM,19.107,64.982,,,
342,08/30/22 11:30:30 PM,19.107,64.774,,,
343,08/30/22 11:31:00 PM,19.107,64.387,,,
344,08/30/22 11:31:30 PM,19.083,64.889,,,
345,08/30/22 11:32:00 PM,19.035,64.494,,,
346,08/30/22 11:32:30 PM,19.035,64.613,,,
347,08/30/22 11:33:00 PM,19.059,64.944,,,
348,08/30/22 11:33:30 PM,19.035,65.386,,,
349,08/30/22 11:34:00 PM,19.035,64.613,,,
350,08/30/22 11:34:30 PM,19.035,64.553,,,
351,08/30/22 11:35:00 PM,19.035,64.464,,,
352,08/30/22 11:35:30 PM,19.035,64.524,,,
353,08/30/22 11:36:00 PM,19.012,64.639,,,
354,08/30/22 11:36:30 PM,19.012,64.936,,,
355,08/30/22 11:37:00 PM,19.059,64.855,,,
356,08/30/22 11:37:30 PM,19.059,64.796,,,
357,08/30/22 11:38:00 PM,19.035,64.375,,,
358,08/30/22 11:38:30 PM,19.035,64.553,,,
359,08/30/22 11:39:00 PM,19.059,65.093,,,
360,08/30/22 11:39:30 PM,19.059,64.944,,,
361,08/30/22 11:40:00 PM,19.059,64.617,,,
362,08/30/22 11:40:30 PM,19.059,64.647,,,
363,08/30/22 11:41:00 PM,19.012,64.847,,,
364,08/30/22 11:41:30 PM,19.035,65.029,,,
365,08/30/22 11:42:00 PM,19.035,65.119,,,
366,08/30/22 11:42:30 PM,19.012,64.966,,,
367,08/30/22 11:43:00 PM,18.988,64.932,,,
368,08/30/22 11:43:30 PM,18.964,64.898,,,
369,08/30/22 11:44:00 PM,18.917,65.039,,,
370,08/30/22 11:44:30 PM,18.917,65.336,,,
371,08/30/22 11:45:00 PM,18.917,65.395,,,
372,08/30/22 11:45:30 PM,18.869,65.357,,,
373,08/30/22 11:46:00 PM,18.845,65.709,,,
374,08/30/22 11:46:30 PM,18.845,65.916,,,
375,08/30/22 11:47:00 PM,18.821,65.319,,,
376,08/30/22 11:47:30 PM,18.845,65.590,,,
377,08/30/22 11:48:00 PM,18.845,65.471,,,
378,08/30/22 11:48:30 PM,18.821,65.378,,,
379,08/30/22 11:49:00 PM,18.750,65.425,,,
380,08/30/22 11:49:30 PM,18.774,65.696,,,
381,08/30/22 11:50:00 PM,18.774,66.111,,,
382,08/30/22 11:50:30 PM,18.774,65.696,,,
383,08/30/22 11:51:00 PM,18.702,65.387,,,
384,08/30/22 11:51:30 PM,18.631,65.908,,,
385,08/30/22 11:52:00 PM,18.512,66.272,,,
386,08/30/22 11:52:30 PM,18.346,67.097,,,
387,08/30/22 11:53:00 PM,18.393,68.017,,,
388,08/30/22 11:53:30 PM,18.441,67.055,,,
389,08/30/22 11:54:00 PM,18.465,66.883,,,
390,08/30/22 11:54:30 PM,18.488,66.533,,,
391,08/30/22 11:55:00 PM,18.536,66.571,,,
392,08/30/22 11:55:30 PM,18.536,66.246,,,
393,08/30/22 11:56:00 PM,18.560,66.339,,,
394,08/30/22 11:56:30 PM,18.536,66.453,,,
395,08/30/22 11:57:00 PM,18.536,66.600,,,
396,08/30/22 11:57:30 PM,18.536,66.719,,,
397,08/30/22 11:58:00 PM,18.536,66.660,,,
398,08/30/22 11:58:30 PM,18.488,66.297,,,
399,08/30/22 11:59:00 PM,18.488,66.592,,,
400,08/30/22 11:59:30 PM,18.441,66.849,,,
401,08/31/22 12:00:00 AM,18.488,66.887,,,
402,08/31/22 12:00:30 AM,18.512,66.891,,,
403,08/31/22 12:01:00 AM,18.536,66.630,,,
404,08/31/22 12:01:30 AM,18.560,66.457,,,
405,08/31/22 12:02:00 AM,18.584,66.343,,,
406,08/31/22 12:02:30 AM,18.584,66.963,,,
407,08/31/22 12:03:00 AM,18.607,66.288,,,
408,08/31/22 12:03:30 AM,18.584,66.343,,,
409,08/31/22 12:04:00 AM,18.607,66.613,,,
410,08/31/22 12:04:30 AM,18.607,66.554,,,
411,08/31/22 12:05:00 AM,18.607,66.200,,,
412,08/31/22 12:05:30 AM,18.607,66.259,,,
413,08/31/22 12:06:00 AM,18.584,66.638,,,
414,08/31/22 12:06:30 AM,18.560,66.605,,,
415,08/31/22 12:07:00 AM,18.512,66.449,,,
416,08/31/22 12:07:30 AM,18.488,66.916,,,
417,08/31/22 12:08:00 AM,18.417,66.933,,,
418,08/31/22 12:08:30 AM,18.370,67.337,,,
419,08/31/22 12:09:00 AM,18.370,67.601,,,
420,08/31/22 12:09:30 AM,18.346,67.538,,,
421,08/31/22 12:10:00 AM,18.370,67.396,,,
422,08/31/22 12:10:30 AM,18.322,66.769,,,
423,08/31/22 12:11:00 AM,18.298,67.383,,,
424,08/31/22 12:11:30 AM,18.322,67.446,,,
425,08/31/22 12:12:00 AM,18.322,67.387,,,
426,08/31/22 12:12:30 AM,18.322,67.475,,,
427,08/31/22 12:13:00 AM,18.298,67.353,,,
428,08/31/22 12:13:30 AM,18.346,67.509,,,
429,08/31/22 12:14:00 AM,18.322,67.211,,,
430,08/31/22 12:14:30 AM,18.322,67.299,,,
431,08/31/22 12:15:00 AM,18.298,66.971,,,
432,08/31/22 12:15:30 AM,18.251,67.433,,,
433,08/31/22 12:16:00 AM,18.203,67.689,,,
434,08/31/22 12:16:30 AM,18.132,67.764,,,
435,08/31/22 12:17:00 AM,18.108,68.316,,,
436,08/31/22 12:17:30 AM,18.108,68.434,,,
437,08/31/22 12:18:00 AM,18.084,68.283,,,
438,08/31/22 12:18:30 AM,18.132,67.999,,,
439,08/31/22 12:19:00 AM,18.132,67.617,,,
440,08/31/22 12:19:30 AM,18.132,68.233,,,
441,08/31/22 12:20:00 AM,18.155,68.003,,,
442,08/31/22 12:20:30 AM,18.155,68.003,,,
443,08/31/22 12:21:00 AM,18.132,67.852,,,
444,08/31/22 12:21:30 AM,18.108,68.024,,,
445,08/31/22 12:22:00 AM,18.084,68.049,,,
446,08/31/22 12:22:30 AM,18.060,67.986,,,
447,08/31/22 12:23:00 AM,18.084,68.459,,,
448,08/31/22 12:23:30 AM,18.060,67.986,,,
449,08/31/22 12:24:00 AM,18.060,68.337,,,
450,08/31/22 12:24:30 AM,18.084,68.107,,,
451,08/31/22 12:25:00 AM,18.037,68.186,,,
452,08/31/22 12:25:30 AM,18.060,68.103,,,
453,08/31/22 12:26:00 AM,18.060,68.132,,,
454,08/31/22 12:26:30 AM,18.037,68.157,,,
455,08/31/22 12:27:00 AM,18.037,68.274,,,
456,08/31/22 12:27:30 AM,18.013,68.094,,,
457,08/31/22 12:28:00 AM,18.013,67.889,,,
458,08/31/22 12:28:30 AM,17.965,68.144,,,
459,08/31/22 12:29:00 AM,17.894,68.248,,,
460,08/31/22 12:29:30 AM,17.846,68.795,,,
461,08/31/22 12:30:00 AM,17.823,69.316,,,
462,08/31/22 12:30:30 AM,17.870,69.149,,,
463,08/31/22 12:31:00 AM,17.918,68.954,,,
464,08/31/22 12:31:30 AM,17.989,68.470,,,
465,08/31/22 12:32:00 AM,18.013,68.475,,,
466,08/31/22 12:32:30 AM,18.060,68.249,,,
467,08/31/22 12:33:00 AM,18.108,68.141,,,
468,08/31/22 12:33:30 AM,18.132,68.057,,,
469,08/31/22 12:34:00 AM,18.179,67.890,,,
470,08/31/22 12:34:30 AM,18.203,67.953,,,
471,08/31/22 12:35:00 AM,18.227,67.634,,,
472,08/31/22 12:35:30 AM,18.251,67.815,,,
473,08/31/22 12:36:00 AM,18.251,67.580,,,
474,08/31/22 12:36:30 AM,18.274,67.936,,,
475,08/31/22 12:37:00 AM,18.251,67.932,,,
476,08/31/22 12:37:30 AM,18.251,68.225,,,
477,08/31/22 12:38:00 AM,18.251,67.991,,,
478,08/31/22 12:38:30 AM,18.274,67.349,,,
479,08/31/22 12:39:00 AM,18.274,67.290,,,
480,08/31/22 12:39:30 AM,18.274,67.467,,,
481,08/31/22 12:40:00 AM,18.251,67.609,,,
482,08/31/22 12:40:30 AM,18.227,67.810,,,
483,08/31/22 12:41:00 AM,18.227,67.840,,,
484,08/31/22 12:41:30 AM,18.108,67.554,,,
485,08/31/22 12:42:00 AM,18.132,68.057,,,
486,08/31/22 12:42:30 AM,18.108,68.199,,,
487,08/31/22 12:43:00 AM,18.108,68.141,,,
488,08/31/22 12:43:30 AM,18.108,68.111,,,
